,feature_name
1275,sensitivity_BRD-K14395568-001-16-3::2.5::HTS
1276,sensitivity_BRD-K14401183-001-10-7::2.5::HTS
1277,sensitivity_BRD-K14496212-066-04-8::2.5::HTS
1278,sensitivity_BRD-K14529030-001-01-9::2.5::HTS
1279,sensitivity_BRD-K14560436-001-01-4::2.5::HTS
1280,sensitivity_BRD-K14618467-001-04-6::2.5::HTS
1281,sensitivity_BRD-K14619660-001-01-5::2.5::HTS
1282,sensitivity_BRD-K14653796-001-01-1::2.5::HTS
1283,sensitivity_BRD-K14704277-001-22-6::2.5::HTS
1284,sensitivity_BRD-K14705039-001-16-4::2.5::HTS
1285,sensitivity_BRD-K14711741-001-02-1::2.5::HTS
1286,sensitivity_BRD-K14762862-001-01-9::2.5::HTS
1287,sensitivity_BRD-K14763542-001-02-3::2.5::HTS
1288,sensitivity_BRD-K14765469-003-12-2::2.5::HTS
1289,sensitivity_BRD-K14767410-001-02-3::2.5::HTS
1290,sensitivity_BRD-K14796088-003-26-8::2.5::HTS
1291,sensitivity_BRD-K14807180-001-02-5::2.5::HTS
1292,sensitivity_BRD-K14870255-001-02-3::2.5::HTS
1293,sensitivity_BRD-K14880289-001-02-2::2.5::HTS
1294,sensitivity_BRD-K14920963-304-02-7::2.5::HTS
1295,sensitivity_BRD-K14965640-001-12-4::2.5::HTS
1296,sensitivity_BRD-K14991967-001-02-6::2.5::HTS
1297,sensitivity_BRD-K14993104-001-05-9::2.5::HTS
1298,sensitivity_BRD-K15010214-364-02-7::2.5::HTS
1299,sensitivity_BRD-K15025317-001-15-1::2.5::HTS
1300,sensitivity_BRD-K15045219-001-01-8::2.5::HTS
1301,sensitivity_BRD-K15071410-001-01-1::2.5::HTS
1302,sensitivity_BRD-K15086322-050-01-3::2.5::HTS
1303,sensitivity_BRD-K15108141-001-06-6::2.5::HTS
1304,sensitivity_BRD-K15164005-001-05-6::2.5::HTS
1305,sensitivity_BRD-K15170068-001-03-2::2.89::HTS
1306,sensitivity_BRD-K15179513-001-03-4::2.5::HTS
1307,sensitivity_BRD-K15179879-001-03-2::2.5::HTS
1308,sensitivity_BRD-K15196155-001-02-3::2.5::HTS
1309,sensitivity_BRD-K15231341-001-01-5::2.5::HTS
1310,sensitivity_BRD-K15318383-201-01-5::2.5::HTS
1311,sensitivity_BRD-K15318909-001-10-5::2.5::HTS
1312,sensitivity_BRD-K15337272-001-01-3::2.5::HTS
1313,sensitivity_BRD-K15409150-001-05-8::2.5::HTS
1314,sensitivity_BRD-K15424032-001-03-6::2.5::HTS
1315,sensitivity_BRD-K15426076-001-01-2::2.5::HTS
1316,sensitivity_BRD-K15502390-001-20-9::2.5::HTS
1317,sensitivity_BRD-K15507868-001-03-7::2.5::HTS
1318,sensitivity_BRD-K15519488-050-01-3::2.5::HTS
1319,sensitivity_BRD-K15563106-001-18-0::2.5::HTS
1320,sensitivity_BRD-K15567136-003-27-2::2.5::HTS
1321,sensitivity_BRD-K15588452-003-02-7::2.5::HTS
1322,sensitivity_BRD-K15600710-066-04-1::2.5::HTS
1323,sensitivity_BRD-K15601958-001-03-9::2.5::HTS
1324,sensitivity_BRD-K15697815-001-16-2::2.5::HTS
1325,sensitivity_BRD-K15766189-001-09-8::2.5::HTS
1326,sensitivity_BRD-K15791587-003-02-5::2.5::HTS
1327,sensitivity_BRD-K15834839-001-02-3::2.5::HTS
1328,sensitivity_BRD-K15868788-003-07-7::2.5::HTS
1329,sensitivity_BRD-K15891719-001-05-1::2.45::HTS
1330,sensitivity_BRD-K15898725-001-01-7::2.5::HTS
1331,sensitivity_BRD-K15916496-001-27-9::2.5::HTS
1332,sensitivity_BRD-K15933101-003-06-1::2.5::HTS
1333,sensitivity_BRD-K15976406-001-03-3::2.5::HTS
1334,sensitivity_BRD-K16037980-001-01-1::2.5::HTS
1335,sensitivity_BRD-K16077845-001-06-1::2.5::HTS
1336,sensitivity_BRD-K16136380-001-01-7::2.5::HTS
1337,sensitivity_BRD-K16189898-003-03-3::2.5::HTS
1338,sensitivity_BRD-K16195444-003-26-0::2.5::HTS
1339,sensitivity_BRD-K16277217-001-10-9::2.5::HTS
1340,sensitivity_BRD-K16295392-003-01-3::2.5::HTS
1341,sensitivity_BRD-K16338837-001-02-6::2.5::HTS
1342,sensitivity_BRD-K16444452-001-09-1::2.5::HTS
1343,sensitivity_BRD-K16474819-001-09-6::2.5::HTS
1344,sensitivity_BRD-K16478699-001-09-2::2.5::HTS
1345,sensitivity_BRD-K16484091-001-01-1::2.5::HTS
1346,sensitivity_BRD-K16485616-001-08-9::2.5::HTS
1347,sensitivity_BRD-K16508793-001-05-9::2.5::HTS
1348,sensitivity_BRD-K16542329-001-13-5::2.5::HTS
1349,sensitivity_BRD-K16551357-001-03-2::2.5::HTS
1350,sensitivity_BRD-K16551401-003-03-4::2.5::HTS
1351,sensitivity_BRD-K16664969-001-03-3::2.5::HTS
1352,sensitivity_BRD-K16730910-001-07-3::2.5::HTS
1353,sensitivity_BRD-K16732600-001-01-7::2.5::HTS
1354,sensitivity_BRD-K16757695-050-02-5::2.5::HTS
1355,sensitivity_BRD-K16758059-001-01-8::2.5::HTS
1356,sensitivity_BRD-K16761703-001-03-8::2.5::HTS
1357,sensitivity_BRD-K16803204-001-01-6::2.5::HTS
1358,sensitivity_BRD-K16810791-001-01-0::2.5::HTS
1359,sensitivity_BRD-K16898998-001-01-6::2.5::HTS
1360,sensitivity_BRD-K17008822-303-02-1::2.5::HTS
1361,sensitivity_BRD-K17016787-001-16-7::2.5::HTS
1362,sensitivity_BRD-K17026858-001-01-2::2.5::HTS
1363,sensitivity_BRD-K17061841-001-03-5::2.5::HTS
1364,sensitivity_BRD-K17068645-003-04-2::2.5::HTS
1365,sensitivity_BRD-K17075857-001-17-6::2.5::HTS
1366,sensitivity_BRD-K17075857-001-18-4::2.5::HTS
1367,sensitivity_BRD-K17203476-001-01-9::2.5::HTS
1368,sensitivity_BRD-K17205817-001-06-1::2.5::HTS
1369,sensitivity_BRD-K17223896-001-10-0::2.5::HTS
1370,sensitivity_BRD-K17294426-050-12-3::2.5::HTS
1371,sensitivity_BRD-K17368287-001-18-3::2.5::HTS
1372,sensitivity_BRD-K17378184-300-05-9::2.5::HTS
1373,sensitivity_BRD-K17415526-001-03-5::2.5::HTS
1374,sensitivity_BRD-K17443395-065-02-2::2.5::HTS
1375,sensitivity_BRD-K17497770-001-03-6::2.5::HTS
1376,sensitivity_BRD-K17498618-344-02-6::2.5::HTS
1377,sensitivity_BRD-K17500877-001-02-1::2.5::HTS
1378,sensitivity_BRD-K17513304-001-01-9::2.5::HTS
1379,sensitivity_BRD-K17518951-001-03-0::2.5::HTS
1380,sensitivity_BRD-K17555800-003-01-5::2.5::HTS
1381,sensitivity_BRD-K17561142-003-32-5::2.5::HTS
1382,sensitivity_BRD-K17565903-066-23-1::2.5::HTS
1383,sensitivity_BRD-K17702546-001-03-2::2.5::HTS
1384,sensitivity_BRD-K17705806-003-04-4::2.5::HTS
1385,sensitivity_BRD-K17743125-001-08-4::2.5::HTS
1386,sensitivity_BRD-K17743697-066-03-6::2.5::HTS
1387,sensitivity_BRD-K17774839-001-02-9::2.5::HTS
1388,sensitivity_BRD-K17849083-001-31-1::2.5::HTS
1389,sensitivity_BRD-K17849083-001-32-9::2.43::HTS
1390,sensitivity_BRD-K17850764-236-11-9::2.5::HTS
1391,sensitivity_BRD-K17868609-001-05-0::2.5::HTS
1392,sensitivity_BRD-K17874705-300-03-2::2.5::HTS
1393,sensitivity_BRD-K17894950-001-14-3::2.5::HTS
1394,sensitivity_BRD-K17953908-001-01-7::2.5::HTS
1395,sensitivity_BRD-K17977438-048-02-4::2.5::HTS
1396,sensitivity_BRD-K17979676-001-01-2::2.5::HTS
1397,sensitivity_BRD-K18036262-001-02-8::2.5::HTS
1398,sensitivity_BRD-K18059238-001-10-4::0.25::HTS
1399,sensitivity_BRD-K18131774-001-17-6::2.5::HTS
1400,sensitivity_BRD-K18135438-001-16-7::2.5::HTS
1401,sensitivity_BRD-K18157228-001-01-7::2.5::HTS
1402,sensitivity_BRD-K18163608-001-05-6::2.48::HTS
1403,sensitivity_BRD-K18172896-001-02-5::2.5::HTS
1404,sensitivity_BRD-K18194590-065-08-0::2.5::HTS
1405,sensitivity_BRD-K18250272-003-11-0::2.5::HTS
1406,sensitivity_BRD-K18316707-001-02-7::2.5::HTS
1407,sensitivity_BRD-K18323388-001-01-1::2.5::HTS
1408,sensitivity_BRD-K18324993-001-01-6::2.5::HTS
1409,sensitivity_BRD-K18375018-376-02-3::2.5::HTS
1410,sensitivity_BRD-K18424115-003-01-3::2.5::HTS
1411,sensitivity_BRD-K18518344-001-15-9::2.5::HTS
1412,sensitivity_BRD-K18574842-236-17-7::2.5::HTS
1413,sensitivity_BRD-K18574842-323-10-8::2.51::HTS
1414,sensitivity_BRD-K18613660-001-05-5::2.5::HTS
1415,sensitivity_BRD-K18619710-001-14-4::2.5::HTS
1416,sensitivity_BRD-K18673820-001-15-5::2.5::HTS
1417,sensitivity_BRD-K18678457-003-02-8::2.5::HTS
1418,sensitivity_BRD-K18772613-303-02-4::2.5::HTS
1419,sensitivity_BRD-K18779551-003-07-8::2.5::HTS
1420,sensitivity_BRD-K18787491-001-08-6::2.5::HTS
1421,sensitivity_BRD-K18834913-001-01-1::2.5::HTS
1422,sensitivity_BRD-K18849474-001-04-4::2.61::HTS
1423,sensitivity_BRD-K18850819-001-04-6::2.5::HTS
1424,sensitivity_BRD-K18895904-001-16-1::2.5::HTS
1425,sensitivity_BRD-K18905250-003-02-4::2.5::HTS
1426,sensitivity_BRD-K18910433-001-36-6::2.58::HTS
1427,sensitivity_BRD-K18910433-001-43-2::2.5::HTS
1428,sensitivity_BRD-K18922609-004-23-1::2.5::HTS
1429,sensitivity_BRD-K18948558-001-01-9::2.5::HTS
1430,sensitivity_BRD-K18961567-001-01-1::2.5::HTS
1431,sensitivity_BRD-K19034817-001-01-4::2.5::HTS
1432,sensitivity_BRD-K19061412-001-02-4::2.5::HTS
1433,sensitivity_BRD-K19085898-001-01-8::2.5::HTS
1434,sensitivity_BRD-K19111024-001-20-9::2.5::HTS
1435,sensitivity_BRD-K19136521-001-08-9::2.5::HTS
1436,sensitivity_BRD-K19171642-001-02-3::2.5::HTS
1437,sensitivity_BRD-K19180152-001-02-6::2.5::HTS
1438,sensitivity_BRD-K19203487-001-01-4::2.5::HTS
1439,sensitivity_BRD-K19227686-001-18-6::2.5::HTS
1440,sensitivity_BRD-K19284129-001-02-6::2.5::HTS
1441,sensitivity_BRD-K19295594-015-14-3::2.29::HTS
1442,sensitivity_BRD-K19309090-300-05-5::2.5::HTS
1443,sensitivity_BRD-K19318328-001-01-3::2.5::HTS
1444,sensitivity_BRD-K19333160-001-01-3::2.5::HTS
1445,sensitivity_BRD-K19352500-070-12-4::2.5::HTS
1446,sensitivity_BRD-K19388745-003-01-7::2.5::HTS
1447,sensitivity_BRD-K19412355-001-01-0::2.5::HTS
1448,sensitivity_BRD-K19416115-001-05-3::2.5::HTS
1449,sensitivity_BRD-K19438463-001-05-5::2.5::HTS
1450,sensitivity_BRD-K19456237-001-27-6::2.5::HTS
1451,sensitivity_BRD-K19462402-003-24-6::2.5::HTS
1452,sensitivity_BRD-K19477839-001-07-6::2.5::HTS
1453,sensitivity_BRD-K19507340-001-22-1::2.38::HTS
1454,sensitivity_BRD-K19540840-001-09-4::2.5::HTS
1455,sensitivity_BRD-K19601669-001-03-5::2.5::HTS
1456,sensitivity_BRD-K19605405-001-02-7::2.5::HTS
1457,sensitivity_BRD-K19615002-001-02-3::2.5::HTS
1458,sensitivity_BRD-K19655798-001-01-9::2.5::HTS
1459,sensitivity_BRD-K19669037-001-01-1::2.5::HTS
1460,sensitivity_BRD-K19672466-001-02-3::2.5::HTS
1461,sensitivity_BRD-K19687926-379-07-4::2.5::HTS
1462,sensitivity_BRD-K19741547-003-01-7::2.5::HTS
1463,sensitivity_BRD-K19761926-001-02-8::2.5::HTS
1464,sensitivity_BRD-K19761926-001-03-6::2.45::HTS
1465,sensitivity_BRD-K19796430-001-05-6::2.5::HTS
1466,sensitivity_BRD-K19939891-001-05-4::2.5::HTS
1467,sensitivity_BRD-K19972289-001-01-4::2.5::HTS
1468,sensitivity_BRD-K20001883-001-02-7::2.5::HTS
1469,sensitivity_BRD-K20008181-001-01-3::2.5::HTS
1470,sensitivity_BRD-K20013301-001-02-6::2.5::HTS
1471,sensitivity_BRD-K20075662-300-04-0::2.5::HTS
1472,sensitivity_BRD-K20079257-001-09-6::2.5::HTS
1473,sensitivity_BRD-K20141153-003-13-7::2.5::HTS
1474,sensitivity_BRD-K20152659-001-04-6::2.5::HTS
1475,sensitivity_BRD-K20168442-004-06-3::2.5::HTS
1476,sensitivity_BRD-K20285085-001-07-1::2.5::HTS
1477,sensitivity_BRD-K20285085-074-04-5::2.5::HTS
1478,sensitivity_BRD-K20290250-001-01-3::2.5::HTS
1479,sensitivity_BRD-K20290250-001-02-1::2.38::HTS
1480,sensitivity_BRD-K20313525-001-04-6::2.5::HTS
1481,sensitivity_BRD-K20338176-001-17-7::2.5::HTS
1482,sensitivity_BRD-K20372197-001-03-1::2.5::HTS
1483,sensitivity_BRD-K20417253-001-01-9::2.5::HTS
1484,sensitivity_BRD-K20431737-001-08-1::2.5::HTS
1485,sensitivity_BRD-K20482099-001-09-4::2.5::HTS
1486,sensitivity_BRD-K20482099-001-11-0::2.5::HTS
1487,sensitivity_BRD-K20545304-001-01-6::2.5::HTS
1488,sensitivity_BRD-K20548681-001-01-3::2.5::HTS
1489,sensitivity_BRD-K20605374-001-05-4::2.5::HTS
1490,sensitivity_BRD-K20655524-003-12-0::2.5::HTS
1491,sensitivity_BRD-K20714604-003-02-9::2.5::HTS
1492,sensitivity_BRD-K20722021-001-02-1::2.5::HTS
1493,sensitivity_BRD-K20738689-001-01-2::2.5::HTS
1494,sensitivity_BRD-K20742498-003-02-9::2.5::HTS
1495,sensitivity_BRD-K20745393-003-01-0::2.5::HTS
1496,sensitivity_BRD-K20755323-001-05-9::2.5::HTS
1497,sensitivity_BRD-K20897876-001-10-0::2.5::HTS
1498,sensitivity_BRD-K20920669-304-09-1::2.5::HTS
1499,sensitivity_BRD-K20958582-001-01-4::2.5::HTS
1500,sensitivity_BRD-K20995441-001-02-5::2.5::HTS
1501,sensitivity_BRD-K21025364-001-04-9::2.5::HTS
1502,sensitivity_BRD-K21025364-001-05-6::2.44::HTS
1503,sensitivity_BRD-K21071223-001-02-8::2.5::HTS
1504,sensitivity_BRD-K21123171-001-02-9::2.5::HTS
1505,sensitivity_BRD-K21160401-065-01-0::2.5::HTS
1506,sensitivity_BRD-K21164796-001-02-8::2.5::HTS
1507,sensitivity_BRD-K21283037-001-21-5::2.5::HTS
1508,sensitivity_BRD-K21295289-001-01-6::2.5::HTS
1509,sensitivity_BRD-K21361524-001-01-1::2.5::HTS
1510,sensitivity_BRD-K21372554-003-01-7::2.5::HTS
1511,sensitivity_BRD-K21396683-001-04-8::2.5::HTS
1512,sensitivity_BRD-K21450440-001-14-6::2.5::HTS
1513,sensitivity_BRD-K21452876-003-01-8::2.5::HTS
1514,sensitivity_BRD-K21520694-236-02-6::2.5::HTS
1515,sensitivity_BRD-K21528677-001-02-8::2.44::HTS
1516,sensitivity_BRD-K21528677-001-03-6::2.5::HTS
1517,sensitivity_BRD-K21547160-001-01-4::2.5::HTS
1518,sensitivity_BRD-K21548250-003-19-1::2.5::HTS
1519,sensitivity_BRD-K21565985-001-22-5::2.5::HTS
1520,sensitivity_BRD-K21615095-001-08-4::2.5::HTS
1521,sensitivity_BRD-K21670884-001-01-9::2.5::HTS
1522,sensitivity_BRD-K21672174-001-03-0::2.5::HTS
1523,sensitivity_BRD-K21673112-003-01-3::2.5::HTS
1524,sensitivity_BRD-K21680192-300-14-4::2.5::HTS
1525,sensitivity_BRD-K21718444-001-06-8::2.5::HTS
1526,sensitivity_BRD-K21728777-001-02-3::2.5::HTS
1527,sensitivity_BRD-K21733600-001-14-1::2.5::HTS
1528,sensitivity_BRD-K21771665-304-04-2::2.5::HTS
1529,sensitivity_BRD-K21782625-001-02-4::2.5::HTS
1530,sensitivity_BRD-K21782625-001-03-2::2.45::HTS
1531,sensitivity_BRD-K21867462-001-02-9::2.5::HTS
1532,sensitivity_BRD-K21884483-001-03-7::2.5::HTS
1533,sensitivity_BRD-K21906513-001-04-0::2.36::HTS
1534,sensitivity_BRD-K21908111-001-01-8::2.5::HTS
1535,sensitivity_BRD-K21910317-001-12-3::2.5::HTS
1536,sensitivity_BRD-K21913543-001-02-4::2.5::HTS
1537,sensitivity_BRD-K21937671-001-09-2::2.53::HTS
1538,sensitivity_BRD-K21937671-001-10-0::2.5::HTS
1539,sensitivity_BRD-K22009844-001-12-5::2.5::HTS
1540,sensitivity_BRD-K22024824-001-03-7::2.5::HTS
1541,sensitivity_BRD-K22025381-003-01-9::2.5::HTS
1542,sensitivity_BRD-K22031190-001-23-6::2.5::HTS
1543,sensitivity_BRD-K22097830-001-01-9::2.5::HTS
1544,sensitivity_BRD-K22127577-001-03-7::2.58::HTS
1545,sensitivity_BRD-K22134346-001-22-3::2.5::HTS
1546,sensitivity_BRD-K22134346-001-24-9::2.42::HTS
1547,sensitivity_BRD-K22193694-001-13-6::2.5::HTS
1548,sensitivity_BRD-K22261391-001-01-2::2.5::HTS
1549,sensitivity_BRD-K22314899-001-02-4::2.5::HTS
1550,sensitivity_BRD-K22356203-001-01-8::2.5::HTS
1551,sensitivity_BRD-K22385716-001-02-5::2.5::HTS
1552,sensitivity_BRD-K22482860-001-21-4::2.5::HTS
1553,sensitivity_BRD-K22503835-001-11-0::2.5::HTS
1554,sensitivity_BRD-K22520627-001-01-7::2.5::HTS
1555,sensitivity_BRD-K22662435-001-18-3::2.5::HTS
1556,sensitivity_BRD-K22662435-001-19-1::2.5::HTS
1557,sensitivity_BRD-K22662557-300-01-7::2.5::HTS
1558,sensitivity_BRD-K22685337-001-13-4::2.5::HTS
1559,sensitivity_BRD-K22745370-003-02-3::2.5::HTS
1560,sensitivity_BRD-K22749967-046-02-3::2.5::HTS
1561,sensitivity_BRD-K22822991-001-02-3::2.5::HTS
1562,sensitivity_BRD-K22829793-001-01-0::2.5::HTS
1563,sensitivity_BRD-K22861715-001-17-4::2.5::HTS
1564,sensitivity_BRD-K22936972-003-23-6::2.5::HTS
1565,sensitivity_BRD-K23067689-001-02-1::2.4::HTS
1566,sensitivity_BRD-K23082237-003-01-5::2.5::HTS
1567,sensitivity_BRD-K23163214-050-15-1::2.5::HTS
1568,sensitivity_BRD-K23190681-001-01-1::2.5::HTS
1569,sensitivity_BRD-K23204545-001-16-4::2.5::HTS
1570,sensitivity_BRD-K23228615-001-02-8::2.5::HTS
1571,sensitivity_BRD-K23248433-001-01-8::2.5::HTS
1572,sensitivity_BRD-K23301018-001-11-7::2.63::HTS
1573,sensitivity_BRD-K23335153-300-02-5::2.5::HTS
1574,sensitivity_BRD-K23363278-001-02-1::2.5::HTS
1575,sensitivity_BRD-K23383398-001-09-9::2.5::HTS
1576,sensitivity_BRD-K23403298-003-01-9::2.5::HTS
1577,sensitivity_BRD-K23541596-300-07-2::2.5::HTS
1578,sensitivity_BRD-K23566484-001-15-1::2.5::HTS
1579,sensitivity_BRD-K23586533-001-03-6::2.5::HTS
1580,sensitivity_BRD-K23647661-001-02-2::2.5::HTS
1581,sensitivity_BRD-K23672206-001-01-4::2.5::HTS
1582,sensitivity_BRD-K23677682-003-01-2::2.5::HTS
1583,sensitivity_BRD-K23728141-001-01-2::2.5::HTS
1584,sensitivity_BRD-K23779958-001-05-8::2.5::HTS
1585,sensitivity_BRD-K23913458-001-20-7::2.5::HTS
1586,sensitivity_BRD-K23922020-075-02-9::2.5::HTS
1587,sensitivity_BRD-K23925186-001-01-0::2.5::HTS
1588,sensitivity_BRD-K23925186-001-02-8::2.51::HTS
1589,sensitivity_BRD-K23952234-236-01-8::2.5::HTS
1590,sensitivity_BRD-K23976833-001-01-0::2.5::HTS
1591,sensitivity_BRD-K23984367-075-15-2::2.5::HTS
1592,sensitivity_BRD-K24048528-001-01-7::2.59::HTS
1593,sensitivity_BRD-K24048528-001-02-5::2.5::HTS
1594,sensitivity_BRD-K24084088-001-11-3::2.5::HTS
1595,sensitivity_BRD-K24179883-001-16-7::2.5::HTS
1596,sensitivity_BRD-K24187789-001-01-7::2.5::HTS
1597,sensitivity_BRD-K24201553-003-11-5::2.5::HTS
1598,sensitivity_BRD-K24219278-001-01-6::2.5::HTS
1599,sensitivity_BRD-K24227647-364-01-5::2.5::HTS
1600,sensitivity_BRD-K24242599-001-02-8::2.5::HTS
1601,sensitivity_BRD-K24255045-001-05-3::2.5::HTS
1602,sensitivity_BRD-K24258499-001-05-8::2.5::HTS
1603,sensitivity_BRD-K24297741-001-05-2::2.5::HTS
1604,sensitivity_BRD-K24312986-001-01-2::2.5::HTS
1605,sensitivity_BRD-K24443618-001-10-2::2.5::HTS
1606,sensitivity_BRD-K24507548-001-01-8::2.5::HTS
1607,sensitivity_BRD-K24548560-342-02-1::2.5::HTS
1608,sensitivity_BRD-K24556098-001-16-7::2.45::HTS
1609,sensitivity_BRD-K24556098-001-19-1::2.5::HTS
1610,sensitivity_BRD-K24556407-001-02-3::2.5::HTS
1611,sensitivity_BRD-K24566386-001-01-9::2.5::HTS
1612,sensitivity_BRD-K24576554-001-04-8::2.5::HTS
1613,sensitivity_BRD-K24593301-001-02-3::2.54::HTS
1614,sensitivity_BRD-K24601397-001-01-1::2.5::HTS
1615,sensitivity_BRD-K24603946-001-02-1::2.5::HTS
1616,sensitivity_BRD-K24616672-003-20-1::2.5::HTS
1617,sensitivity_BRD-K24689407-001-06-3::2.5::HTS
1618,sensitivity_BRD-K24696047-001-02-3::2.5::HTS
1619,sensitivity_BRD-K24697665-001-01-4::2.5::HTS
1620,sensitivity_BRD-K24715592-406-02-1::2.53::HTS
1621,sensitivity_BRD-K24723746-036-02-5::2.5::HTS
1622,sensitivity_BRD-K24771047-001-01-6::2.5::HTS
1623,sensitivity_BRD-K24790130-001-07-1::2.5::HTS
1624,sensitivity_BRD-K24820488-001-01-7::2.5::HTS
1625,sensitivity_BRD-K24821794-001-01-4::2.5::HTS
1626,sensitivity_BRD-K24844714-001-24-5::2.5::HTS
1627,sensitivity_BRD-K24869513-001-02-1::2.5::HTS
1628,sensitivity_BRD-K24943235-001-01-3::2.5::HTS
1629,sensitivity_BRD-K24968862-001-01-0::2.5::HTS
1630,sensitivity_BRD-K25015158-001-01-2::2.5::HTS
1631,sensitivity_BRD-K25114078-003-08-1::2.5::HTS
1632,sensitivity_BRD-K25140590-001-03-0::2.5::HTS
1633,sensitivity_BRD-K25186396-001-09-6::2.5::HTS
1634,sensitivity_BRD-K25204779-001-01-1::2.5::HTS
1635,sensitivity_BRD-K25224017-001-25-0::2.5::HTS
1636,sensitivity_BRD-K25244359-066-03-4::2.68::HTS
1637,sensitivity_BRD-K25279140-001-01-5::2.5::HTS
1638,sensitivity_BRD-K25311561-001-10-7::2.5::HTS
1639,sensitivity_BRD-K25312248-001-01-5::2.5::HTS
1640,sensitivity_BRD-K25317177-065-01-4::2.5::HTS
1641,sensitivity_BRD-K25340465-001-11-1::2.58::HTS
1642,sensitivity_BRD-K25359048-001-02-6::2.5::HTS
1643,sensitivity_BRD-K25394294-001-14-9::2.5::HTS
1644,sensitivity_BRD-K25412176-001-01-9::2.5::HTS
1645,sensitivity_BRD-K25433859-003-25-4::2.5::HTS
1646,sensitivity_BRD-K25486274-300-01-0::2.5::HTS
1647,sensitivity_BRD-K25596805-001-01-8::2.5::HTS
1648,sensitivity_BRD-K25630527-001-03-8::2.5::HTS
1649,sensitivity_BRD-K25649279-001-02-0::2.5::HTS
1650,sensitivity_BRD-K25650355-065-02-0::2.5::HTS
1651,sensitivity_BRD-K25690923-001-02-4::2.5::HTS
1652,sensitivity_BRD-K25691735-001-09-5::2.5::HTS
1653,sensitivity_BRD-K25699529-003-01-1::2.5::HTS
1654,sensitivity_BRD-K25723200-001-02-7::2.5::HTS
1655,sensitivity_BRD-K25835157-001-01-4::2.5::HTS
1656,sensitivity_BRD-K25837718-001-03-8::2.5::HTS
1657,sensitivity_BRD-K25875056-001-02-0::2.5::HTS
1658,sensitivity_BRD-K25906698-303-02-7::2.5::HTS
1659,sensitivity_BRD-K25943794-001-02-3::2.5::HTS
1660,sensitivity_BRD-K25991633-001-01-9::2.5::HTS
1661,sensitivity_BRD-K26005076-001-12-8::2.5::HTS
1662,sensitivity_BRD-K26011976-001-01-0::2.5::HTS
1663,sensitivity_BRD-K26060080-065-05-6::2.5::HTS
1664,sensitivity_BRD-K26160755-003-02-6::2.5::HTS
1665,sensitivity_BRD-K26168087-001-09-7::2.5::HTS
1666,sensitivity_BRD-K26222048-001-01-7::2.5::HTS
1667,sensitivity_BRD-K26253904-001-01-5::2.5::HTS
1668,sensitivity_BRD-K26262077-238-01-5::2.5::HTS
1669,sensitivity_BRD-K26305185-001-02-1::2.5::HTS
1670,sensitivity_BRD-K26325692-003-01-3::2.5::HTS
1671,sensitivity_BRD-K26341917-001-01-3::2.5::HTS
1672,sensitivity_BRD-K26349472-001-01-3::2.5::HTS
1673,sensitivity_BRD-K26373640-001-05-1::2.5::HTS
1674,sensitivity_BRD-K26502378-001-07-9::2.5::HTS
1675,sensitivity_BRD-K26531771-001-01-4::2.5::HTS
1676,sensitivity_BRD-K26531771-001-02-2::2.35::HTS
1677,sensitivity_BRD-K26548821-003-10-5::2.5::HTS
1678,sensitivity_BRD-K26573499-300-02-1::2.5::HTS
1679,sensitivity_BRD-K26581543-001-01-6::2.5::HTS
1680,sensitivity_BRD-K26603252-003-04-9::2.5::HTS
1681,sensitivity_BRD-K26619122-001-02-1::2.5::HTS
1682,sensitivity_BRD-K26634012-001-04-9::2.5::HTS
1683,sensitivity_BRD-K26657438-001-15-2::2.5::HTS
1684,sensitivity_BRD-K26667523-001-02-5::2.5::HTS
1685,sensitivity_BRD-K26701552-001-01-8::2.5::HTS
1686,sensitivity_BRD-K26712974-001-01-5::2.5::HTS
1687,sensitivity_BRD-K26739552-003-15-4::2.5::HTS
1688,sensitivity_BRD-K26756394-001-02-2::2.5::HTS
1689,sensitivity_BRD-K26801045-001-02-9::2.5::HTS
1690,sensitivity_BRD-K26807903-001-04-3::2.5::HTS
1691,sensitivity_BRD-K26818574-305-04-3::2.5::HTS
1692,sensitivity_BRD-K26823213-001-02-9::2.5::HTS
1693,sensitivity_BRD-K26824830-001-02-0::2.5::HTS
1694,sensitivity_BRD-K26833429-001-02-8::2.5::HTS
1695,sensitivity_BRD-K26838195-075-04-9::2.5::HTS
1696,sensitivity_BRD-K26862302-001-05-2::2.5::HTS
1697,sensitivity_BRD-K26901728-001-06-2::2.5::HTS
1698,sensitivity_BRD-K26989966-001-03-5::2.5::HTS
1699,sensitivity_BRD-K26997899-001-02-2::2.5::HTS
1700,sensitivity_BRD-K27062708-001-23-1::2.5::HTS
1701,sensitivity_BRD-K27135764-001-08-7::2.5::HTS
1702,sensitivity_BRD-K27141178-003-07-3::2.5::HTS
1703,sensitivity_BRD-K27168049-001-02-8::2.5::HTS
1704,sensitivity_BRD-K27182532-001-02-3::2.5::HTS
1705,sensitivity_BRD-K27184429-300-01-3::2.5::HTS
1706,sensitivity_BRD-K27204852-001-01-9::2.5::HTS
1707,sensitivity_BRD-K27217864-001-22-3::2.5::HTS
1708,sensitivity_BRD-K27305650-001-16-6::2.5::HTS
1709,sensitivity_BRD-K27316855-001-13-3::2.44::HTS
1710,sensitivity_BRD-K27316855-001-19-0::2.5::HTS
1711,sensitivity_BRD-K27335680-001-10-0::2.5::HTS
