,ghi
PHOX2B,0.0
TMEM33,5.7238315664999995
GABRA4,0.0
GNRHR,0.17632277264000001
SLAIN2,4.239550796610001
OCIAD1,7.93869746118
UGT2B10,0.0
CWH43,0.0
DCUN1D4,4.678635347819999
USP46,3.0976107966299997
SULT1E1,0.0
ODAM,0.0
SMR3A,0.0
CHIC2,2.79077203786
NMU,7.29342566579
KIAA1211,3.2539892662299996
LAMTOR3,5.370513052459999
PF4V1,0.0
NFKB1,2.1763227726400003
AREG,0.0
MANBA,2.9745293124799996
UBE2D3,7.69006783389
MAPK10,1.11769504267
ELF2,4.496973581000001
NDUFC1,6.15116879419
UCP1,0.0
TBC1D9,2.10768786931
ZNF330,5.7438919109399995
INPP4B,6.28281043957
GAB1,4.66106547981
KLHL2,2.6825732973500003
IL2,0.0
CPE,1.58976348698
RPL34,10.7454222295
WFS1,3.4462562298900004
ANXA10,0.0
GRPEL1,4.59335377098
GAR1,5.651912744650001
FRG1,5.28466218548
CLCN3,5.236492618380001
AADAT,0.8797057662819999
GALNT7,4.25474519763
DHX15,6.5642257202100005
SOD3,3.48026512205
SEPSECS,2.74200621087
CPZ,0.0
TRIM2,0.7398481026989999
SLC2A9,0.731183241572
FBXW7,3.42357817098
NEIL3,2.9030382701099997
TBC1D19,2.6322682155000003
CLNK,0.0
NSD2,3.8972404255699997
SH3D19,1.35614381023
STIM2,3.25550073315
NKX3-2,0.32192809488699997
MFSD10,4.356848079240001
GLRB,0.263034405834
BST1,2.3391373849200003
RAPGEF2,3.4815572807099997
HGFAC,0.0143552929771
SNX25,6.104965604839999
LRP2BP,1.3785116232499999
UFSP2,3.7792597203699994
KLF3,3.10768786931
KLHL5,3.97452931248
FAM149A,1.6461626571599999
NCAPG,4.51727569321
UGDH,3.7409275603199994
PPARGC1A,0.0565835283664
DDX25,3.9569859246099996
CRYAB,7.59357786734
DBX1,0.0
HTATIP2,4.33771109213
CTSC,7.2127638639
CCDC34,3.32481060342
ZBTB16,0.111031312389
ELP4,2.61353165292
ZPR1,4.78398041368
MTCH2,5.707082991769999
FNBP4,4.8191572236699995
TECTA,0.20163386116999998
SC5D,4.9136075118199996
CRTAM,0.0
JHY,0.0143552929771
B3GAT1,0.0143552929771
HSPA8,9.98726401207
P2RX3,0.0
VWA5A,0.111031312389
DNAJC4,4.59812695992
SIAE,1.40599235968
SNX15,2.58014548442
LPXN,1.95977015521
DTX4,1.8318772411900002
ATG2A,3.6701605141300004
EHD1,2.9411063109500004
OSBP,4.731183241569999
UNC93B1,2.3950627995200002
PUS3,4.81147103053
DCPS,4.53418613909
KMT5B,4.8293421939
FOXRED1,5.00180224263
PPP6R3,5.97292236423
NRXN2,1.40053792958
MS4A6A,0.0
MS4A4A,0.163498732283
ST3GAL4,6.76778719809
CPT1A,4.65878273401
CCND1,6.85748342829
CCDC86,4.8524982987900005
PRPF19,6.74993645
TMEM109,5.814294058280001
CCKBR,0.0
HPX,0.0285691521968
TRIM3,1.94110631095
CHORDC1,4.78816365704
FOLR1,1.5058909297299998
ANAPC15,4.52669484554
FOLR3,0.0
PANX1,3.5801454844199996
ARHGEF17,2.90881290774
APOA5,0.0
APOA4,0.0
APOC3,0.0
CEP164,3.9411063109500004
RNF141,3.18903382439
CEP126,0.0840642647885
EIF4G2,7.656138798730001
IL10RA,0.0
GALNT18,1.5607149544699999
BIRC2,3.8589756142900002
UBE4A,4.141596278380001
DDX6,5.66078033403
UPK2,0.0565835283664
CBL,2.84599177066
NECTIN1,2.51853513898
HIPK3,2.33628338786
KIAA1549L,0.0143552929771
FBXO3,3.42760617278
PDHX,4.83642913116
SLC1A2,0.12432813500199999
COMMD9,4.63633460244
SLC15A3,0.0
CD5,0.0
ACCS,1.7398481027000001
SCGB2A2,0.0
MDK,8.60892010125
AMBRA1,3.07895134139
MADD,3.51096191928
PTPMT1,3.44095219803
NAA40,4.36527259976
CARS,5.40087943628
SLC22A18,1.37295209791
CD81,8.71097858274
SLC35F2,0.0143552929771
C11orf21,0.0
ELMOD1,0.0
CALCA,0.0
SOX6,5.23419472295
C11orf58,7.14913740123
PITPNM1,2.83794324189
RPS13,9.82715213204
AIP,6.55028504909
NUP98,4.4789718050300005
NDUFS8,6.94544383638
TCIRG1,4.23802251783
CHKA,5.5918589049900005
EXPH5,0.0143552929771
HPS5,4.502712485969999
GTF2H1,4.5058909297300005
POU2AF1,0.0
PTPN5,0.0
VWF,0.0143552929771
PSMD9,5.301587646600001
P3H3,4.67468661993
PPFIBP1,5.8534967037
PRPF40B,3.8052924556
CD69,0.0
PRDM4,3.3757345385799997
CLEC2B,0.641546029088
COQ5,4.94016675048
SELPLG,1.09085343045
CORO1C,5.84974911728
ASIC1,2.42223300068
DAO,0.0
CAPRIN2,3.7409275603199994
TSPAN11,1.09085343045
KCTD10,4.037382222
SLC11A2,6.01010845347
MLEC,6.53418613909
MVK,2.85798099513
CSRNP2,3.8196681835
CAMKK2,3.4659744645
BIN2,0.0143552929771
IL23A,0.713695814843
ATP5F1B,9.29374751633
PTGES3,7.93846223597
SYT10,0.0
BCL7A,3.92314918047
RSRC2,5.28872767951
CYP27B1,0.0703893278914
MYF6,0.0
MYF5,0.0
LIN7A,2.34198574723
KRT18,0.40053792958400003
ACSS3,0.250961573533
TNS2,4.5335633482099995
GLI1,0.722466024471
PPM1H,2.95791459863
METAP2,6.4427776593
LTA4H,4.02591469875
ELK3,3.90400231628
SLC6A12,0.0840642647885
WNT5B,0.422233000683
MAGOHB,4.61882595259
TRPV4,1.6182386556000001
ITFG2,3.9625490229199998
FOXM1,5.22380865861
PRR4,0.97085365434
PRMT8,0.0
PARP11,0.545968369105
ARPC3,7.98964994708
GPN3,5.07596041324
VPS29,6.05006629831
FGF6,0.0
MYL2,0.0840642647885
RAD51AP1,5.12060077385
CUX2,0.0
SH2B3,2.26002565596
AKAP3,0.8479969065549999
MANSC1,1.4114262457299998
KCNA1,0.0
DUSP16,3.3881895371599997
CREBL2,4.37851162325
ACAD10,4.34908214639
ALDH2,5.87774424995
CDKN1B,4.79597469421
GPRC5D,0.0
NAA25,3.9278964537300003
GSG1,0.0
SCNN1A,0.0285691521968
LTBR,6.000450771769999
OGFOD2,3.33771109213
CDK2AP1,6.65449282588
OAS3,0.21412480535300002
OAS2,0.310340120612
ART4,0.0
MGP,0.23878685958700002
RASAL1,0.0
ARHGDIB,0.555816155062
GTF2H3,5.162693432209999
EIF2B1,4.89093302171
DDX55,4.8826430493599995
SLC38A1,4.11270013275
RERGL,0.0
ENDOU,0.0
C12orf49,3.92884403671
VDR,0.464668267003
FZD10,0.0
RFC5,4.374343989040001
STX2,2.7782085764
ADGRD1,2.81147103053
COPZ1,7.74738739965
TBC1D30,0.0976107966264
CAND1,5.81044310385
IL26,0.0
IFNG,0.0
RAB5B,6.06177619759
MDM1,2.28095631383
NUP107,5.35895882583
CNOT2,5.501120634279999
TIMELESS,5.9319193901
CPSF6,5.27239650904
KRR1,4.8554914431
MRPL51,7.241744864939999
GAPDH,11.159556028099999
NOP2,5.41717741191
CHD4,7.03463391653
ACRBP,0.250961573533
UHRF1BP1L,2.53356334821
COPS7A,5.732811872080001
ING4,4.45614903465
GNB3,0.863938450424
CDCA3,4.77452352959
CHPT1,6.0132389151100005
USP5,6.057666876799999
TPI1,8.78649834939
GNPTAB,6.149543908709999
SPSB2,3.17312743348
ENO2,3.9504684141500004
ATN1,3.70376517879
C12orf57,6.52010790164
PTPN6,0.0703893278914
LPCAT3,3.344828497
NT5DC3,4.12515513132
SLCO1B3,0.0
APOBEC1,0.0
NANOG,0.0
SUDS3,3.8757800630699997
GOLT1B,5.1497471195
GYS2,0.0
LDHB,10.0088487633
PRKAB1,4.09423606985
CMAS,5.18269229752
HCFC2,1.28688114779
ST8SIA1,0.59454854955
CLEC4A,0.0565835283664
C2CD5,4.624100894630001
AICDA,0.0
RAB35,3.8747969659
PHC1,4.41210404468
COX6A1,9.31118066005
RFX4,0.516015147004
RIC8B,2.92599941856
SRSF9,7.30149619498
FGFR1OP2,4.54349588343
KLRB1,0.0
COL12A1,1.23878685959
BTN3A3,3.8318772411900004
TDP2,4.62468581053
FRK,0.659924558402
DSE,2.18269229752
RWDD1,5.190614860209999
RSPH4A,0.042644337408499995
MAK,0.0703893278914
TMEM14C,7.43304289416
PAK1IP1,5.2562558732
GCNT2,3.5849625007199997
SMIM8,2.7591558338
NEDD9,4.82984955984
CEP85L,1.4854268271700002
ADTRP,0.0
ASF1A,4.352617298959999
MCM9,2.7092906357200004
FAM184A,2.22032995488
RNGTT,3.4262647547000005
MAN1A1,1.8757800630700001
GABRR2,0.111031312389
SERINC1,7.08894720462
HDDC2,6.56208975
TPD52L1,0.704871964456
HINT3,3.30888505741
NCOA7,4.138323004059999
RIPOR2,3.60762622085
SASH1,3.9250499647300003
UST,2.8217102150300004
ULBP1,4.72027846523
FBXO5,4.3497898702399995
MTRF1L,3.2464080872500003
PPARD,3.4711874603900004
OPRM1,0.0
FANCE,2.78240856493
TULP1,0.0143552929771
SLC26A8,0.0
MAPK14,5.14934066929
RHAG,0.0
KCTD20,5.0254718146199995
STK38,3.8217102150300004
SRSF3,7.7696395214
SOD2,4.93640237773
MRPL18,5.881175155349999
IL17A,0.0
IL17F,0.0
MCM3,6.8313705879699995
RNF8,3.9448584458099996
PHACTR1,7.28549469635
MDGA1,1.5360529002399999
ICK,2.83794324189
FBXO9,5.36562255611
CD83,1.62760683813
MDN1,3.90592847817
GLP1R,0.0
SAYSD1,2.46727948046
BMP5,0.0
BACH2,0.464668267003
RBM24,1.7398481027000001
CAP2,3.6656201640699995
TREML2,0.0
ZNF451,4.2102329901
BAG2,3.7570232465099997
RAB23,3.41142624573
TSPO2,0.0
FHL5,0.0
GPR63,1.8318772411900002
KHDRBS2,0.12432813500199999
FBXL4,2.80115865609
CCNC,5.38266725275
PRDM13,0.111031312389
E2F3,4.8262942455
PTP4A1,6.5020759560500005
SIM1,0.20163386116999998
ASCC3,3.90207357931
HDGFL1,0.0
BVES,1.6959938131099999
COL9A1,0.0840642647885
MED23,4.2016338611699995
WASF1,3.39231742278
GPLD1,0.0840642647885
ALDH5A1,0.411426245726
CRYBG1,0.042644337408499995
VNN1,0.0143552929771
VNN2,0.150559676575
ACOT13,2.4462562298900004
SMAP1,2.58976348698
RPS12,11.5268904254
C6orf62,6.097189387239999
B3GAT2,0.0565835283664
GMNN,6.24906603386
EYA4,2.93922657773
SOBP,1.5058909297299998
NR2E1,0.17632277264000001
SNX3,6.86567141765
SLC17A2,0.0
HBS1L,5.9126498649
TRIM38,1.9634741239700002
PEX7,2.74416109557
ZBTB24,3.90881290774
FIG4,3.7409275603199994
PERP,1.35049724708
ARFGEF3,0.0840642647885
SLC16A10,1.3219280948899998
HECA,2.5631581303999997
ADGRG6,0.12432813500199999
PHACTR2,1.58496250072
EPM2A,2.30451104181
OR12D3,0.0
SLC39A7,7.087250664610001
CCR6,0.0
UNC93A,0.0
SLC22A2,0.0
PHF1,5.35720008486
CUTA,7.667395439360001
PACRG,0.0
QKI,5.951168128840001
C6orf118,0.0143552929771
PDE10A,5.13791332209
MDFI,4.58135124717
TFEB,2.7398481027
SMOC2,0.0
CCND3,3.8165997065300004
BYSL,5.135863165369999
FAM120B,2.94298359819
TBP,3.9809392660900005
GUCA1B,0.59454854955
PRPH2,0.0
BICRAL,3.0976107966299997
PPP2R5D,5.199672344840001
MRPL2,6.4881614899399995
PTK7,5.80889983926
SRF,3.5619370596199995
CUL9,3.7235585614699995
DNPH1,5.44989147301
DUSP22,3.78659636189
EXOC2,3.9250499647300003
COX7A2,10.2155329997
TMEM30A,5.40394936423
GMDS,3.7344386661400004
SENP6,5.30195339513
IMPG1,0.0143552929771
VEGFA,5.91886323727
PRPF4B,5.28540221886
TTK,4.77663042305
SLC29A1,6.539779191699999
WISP3,0.111031312389
BTN2A1,4.377123749130001
LAMA4,1.85996954822
TENT5A,2.15704371015
CLIC5,0.0
FBRSL1,2.77188557852
ENPP5,0.12432813500199999
LY86,0.0
PRSS16,0.584962500721
MEP1A,0.0
TBX18,2.464668267
ERBIN,5.02680005934
HARS2,4.63691458036
NUDT12,2.9354597478099995
CEP72,2.40599235968
MAN2A1,4.35120427726
SEMA5A,3.25701061821
C7,0.12432813500199999
TENT4A,2.80941444424
GHR,1.6461626571599999
HMGCS1,4.75648960676
DAP,5.0900065299
NME5,0.34482849699699997
BRD8,6.270902649169999
KIF20A,5.261906859830001
NNT,6.672000957490001
MRPS30,4.72355856147
HSPA9,8.472528387310001
MRPS27,5.50747752952
PFDN1,5.876762490780001
HBEGF,2.56071495447
SLC4A9,0.0840642647885
LOX,4.08406426479
GZMK,0.0
CDH9,0.0
APBB3,4.12598165385
TMCO6,4.25851892471
SPARC,9.812209400710001
IK,6.56742375771
HMGCR,4.78398041368
COL4A3BP,5.01569380711
FAF2,4.9905011113599995
HAND1,0.0
PDE8B,0.2750070475
CLK4,2.15704371015
HAVCR1,0.0
GRM6,0.0
ITK,0.0
RNF130,4.33413917884
THG1L,3.4462562298900004
ARSB,2.19534759832
CLINT1,5.64356762191
THBS4,0.150559676575
CNOT6,4.003602236680001
IL12B,0.0
BTNL8,0.0
TTC1,5.46564802598
MSH3,3.33628338786
RASGRF2,0.333423733725
GABRG2,0.432959407276
CCNG1,6.853621455750001
POLR3G,4.6099912952099995
DROSHA,5.14771372235
CDH6,0.0703893278914
LMNB1,5.843983844049999
ARRDC3,2.7355221773
GOLPH3,5.29278174923
SUB1,6.70997983224
NPR3,1.2750070475
FAM172A,3.2357270598400003
SLC27A6,0.0
TARS,7.6920226109200005
IRX4,0.0
LNPEP,2.15380533608
PDE4D,2.8855743643700005
RAD1,4.95652136333
BRIX1,5.36141746679
AGXT2,0.0
PRLR,0.0703893278914
SLC12A7,4.48091134605
IL4,0.0
RAD50,4.03474394932
IL5,0.0565835283664
ST8SIA4,0.0703893278914
GNPDA1,6.609548139
PCDH12,0.18903382439
SKP1,9.20462004834
NUP155,4.49952702422
PPP2CA,5.68901954138
FGF1,0.0285691521968
NR3C1,3.5298209465300006
C5orf15,6.407522709909999
PPWD1,4.92552476975
LIFR,0.50589092973
TRIM23,3.3074285251899997
TRAPPC13,4.30451104181
C9,0.0
SEC24A,3.5801454844199996
TXNDC15,5.63284983012
TTC33,3.54101915313
RARS,5.78214642355
WWC1,0.40053792958400003
H2AFY,6.32012359804
TCERG1,5.18030701997
DPYSL3,1.86393845042
SMAD5,3.69599381311
CSNK1A1,6.531537419119999
HMGXB3,5.00405188451
ERGIC1,5.68453824858
PDGFRB,0.111031312389
CDX1,0.0
ATP6V0E1,7.419960177849999
BNIP1,3.26153081524
STC2,4.56437816857
CPEB4,4.412781525340001
HRH2,2.5655971758500002
DBN1,4.89578731646
ZNF346,2.57046293103
UNC5A,0.0
EHHADH,1.75702324651
CNTN3,0.13750352375
SMC4,5.839959587490001
SELENOK,6.9543126520700005
ACTR8,4.21412480535
TBCCD1,2.84398384405
TIMMDC1,6.86937792403
CRBN,4.7300964656
KNG1,0.0
HRG,0.0
BCL6,3.12763327973
HGD,0.0840642647885
CLDN16,0.0
ARL6,1.60880924268
NPHP3,3.6971065744800002
CD86,0.13750352375
AMOTL2,4.6501901235
NIT2,5.94087147819
FAM162A,5.39163026152
OGG1,3.43028527298
KPNA1,5.08915913191
PCCB,5.344118334519999
UBE3A,4.79389588255
ARMC8,4.23419472295
CEP70,3.84297883179
RBP2,0.0
RBP1,0.23878685958700002
SLC25A36,5.5363637924
GRK7,0.0
RNF7,6.32102612859
TFDP2,4.17632277264
XRN1,3.20633064787
KAT2B,2.44890095115
BCHE,5.53822773974
SERPINI2,0.0
PDCD10,5.70348834966
LRRC31,0.0
WNT5A,1.6182386556000001
PFKFB4,1.70929063572
COL7A1,0.18903382439
FGF12,0.356143810225
PRKAR2A,3.8359240742500003
HES1,2.72246602447
USP4,4.208673319630001
ACAP2,4.74038793247
ECT2,5.21645486514
GNAT1,0.0
GNAI2,5.79467578799
TFG,6.134426320219999
USP9Y,0.0
HYAL1,0.604071323669
TUSC2,3.8217102150300004
NPRL2,3.96901230752
RPL24,10.4614794473
CYB561D2,4.31251996747
C3orf14,3.77188557852
FXR1,6.99027418332
CBLB,3.9873208659300006
BBX,3.19849415364
IFT57,1.5360529002399999
GNB4,3.72027846523
HHLA2,0.0
IQCG,2.1407786557799997
GBE1,4.705977901680001
MORC1,0.0
UMPS,4.31759350462
NCBP2,6.36946648365
SNX4,4.94860084749
C3orf52,1.24488705912
FRMD4B,4.26378561389
SLC41A3,4.76977173925
ROPN1B,2.0071955014
PLXNA1,5.44161626941
ATP6V1A,5.768184324780001
ABTB1,3.80941444424
PODXL2,5.427270935169999
UPK1B,0.0
CSPG5,1.71808758396
KLHL18,3.17152710604
SCAP,4.622344722719999
EFCC1,0.0
KIAA1257,0.0143552929771
NEK11,0.526068811668
MRPL3,6.3892226163600006
PLSCR4,0.584962500721
HEMK1,2.9107326619
CISH,1.9107326619
MAPKAPK3,2.8318772411900004
ACVR2B,2.26903314646
WDR48,4.12018602753
COMMD2,4.10265813136
GORASP1,4.33913738492
PEX5L,0.0840642647885
RRP9,4.564987800959999
ABCC5,6.1454736703199995
AADAC,0.0
ABHD14B,4.62175885671
EIF1B,6.380590934269999
ARHGEF26,2.0285691522
KLHL24,4.9643986322
PLCH1,0.0285691521968
VIPR1,0.0285691521968
DNAH1,0.333423733725
SSR3,7.3511159174300005
ZBTB47,2.1210154009599997
TNNC1,3.15866017535
NKTR,4.3298411765300004
CLCN2,1.7782085764
FOXP1,0.790772037862
EIF4G1,7.15035658021
SPCS1,8.1436893237
NEK4,3.14893410453
SLC4A3,2.08406426479
INO80D,1.50080205306
EEF1B2,8.84228747952
ADAM23,6.924931239049999
DGUOK,6.7012718022
MOB1A,4.9136075118199996
KANSL3,4.55704241526
LMAN2L,4.6667565918800005
RTKN,4.22032995488
TTL,4.5734957155
IL1A,0.0143552929771
CCL20,0.0565835283664
PIKFYVE,4.124328135
KCNIP3,3.66902676551
FAHD2A,3.7739963251099997
NCL,9.00228058514
ACTR1B,4.71479501112
SLC35F5,6.74308405555
ZAP70,0.163498732283
ACTR3,8.171877329389998
STEAP3,1.25701061821
EPB41L5,3.00898878323
TFCP2L1,0.333423733725
SF3B6,7.88886499018
TP53I3,2.18903382439
DNAJC27,1.7527485914099998
POMC,0.0
STAM2,3.39643353125
OTOF,0.7739963251109999
GPD2,4.06177619759
CENPA,5.30085587127
CYTIP,0.0840642647885
ACVR1,3.75595576955
TANC1,4.07038932789
SLC30A3,0.042644337408499995
MPV17,5.239932613490001
GTF3C2,5.94602898952
EIF2B4,4.86542397831
NRBP1,5.888986721189999
ITGB6,0.0143552929771
FNDC4,0.23878685958700002
ITGA4,1.16349873228
PSMD14,7.032211069319999
SNX17,6.642557179600001
ASB3,3.69599381311
PPM1G,6.004276655880001
PDE1A,0.22650852980900002
REEP6,2.19219416528
PCSK4,1.04963076772
GCG,0.0
APC2,0.367371065649
IFIH1,0.163498732283
RPS15,10.139934996900001
GCA,1.14404636962
INO80B,5.74577514949
MOGS,4.614709844119999
TTC31,3.95884267524
NDUFS7,4.76288029292
PCGF1,5.06220807756
GRB14,0.83995958749
CLIP4,2.85598969731
TLX2,0.0
SPTBN1,7.65119523578
AUP1,7.181897643110001
RTN4,8.116811786469999
HTRA2,5.15946772927
LOXL3,2.2957230245400004
DOK1,2.41953889151
GALNT3,6.57969306346
POLE4,5.12639473762
TACR1,0.0
CCDC88A,4.78293270482
ACADL,0.0565835283664
EVA1A,3.16992500144
MRPL19,4.58074849176
LANCL1,5.33306587808
WDR75,5.29130885983
EFEMP1,0.464668267003
REG1A,0.0
FANCL,4.6530600171
FN1,6.72410451987
STAT1,4.5216789516
GLS,5.879460722540001
PAPOLG,3.1325768426700003
DNAH6,0.0703893278914
PECR,2.8519988371099996
UNC50,6.44028782084
IGFBP2,8.134888319380002
ELMOD3,3.36597242759
IGFBP5,0.6322682155
USP34,5.3466023753
EFHD1,7.42408228666
KCNJ13,4.00539998774
CCT4,7.52575569283
GGCX,5.5363637924
NEU2,0.0
EHBP1,3.7473873996499996
OTX1,0.704871964456
TXNDC9,5.46434153276
COQ10B,4.92884403671
GNLY,0.12432813500199999
SF3B1,7.50279203246
ST3GAL5,4.00090140274
CHST10,4.33842441478
PDCL3,4.93734439215
MOB4,5.43929068104
HSPE1,8.99086979332
KDM3A,4.63284983012
PLCD4,1.9927684307700002
CHMP3,5.3394937379
ZNF142,2.9221978483999997
IL1R2,0.0840642647885
PRKAG3,0.0
SMYD1,0.0
IL1R1,0.871843648509
WNT6,0.0
IL1RL2,0.0
IL1RL1,0.0
IL18R1,0.0
IL18RAP,0.0
SLC9A2,0.0
FHL2,2.25398926623
MLPH,7.60903095131
CNPPD1,5.542567607760001
UXS1,4.70431867776
ABCB6,5.40633257782
STK16,5.13627342985
SLC5A7,0.0
HDLBP,8.12298325408
PPP1R7,6.15583017156
PASK,2.3812833725
STK25,6.1462886371800005
TPO,0.0
PROC,0.23878685958700002
ID2,7.4002817465
TAF1B,5.177917792200001
HPCAL1,3.9579145986300004
ODC1,6.60969587286
BIRC6,4.80735492206
NOL10,4.70099449417
PLEKHB2,6.48639259428
GORASP2,5.933100474930001
STRN,3.44095219803
CEBPZ,6.48832219114
PRKD3,4.724650271730001
DCAF17,3.0686708106700005
QPCT,3.7803100990400003
RAB3GAP1,5.016585460430001
SLC25A12,4.5229345609400005
RMDN2,1.4750848829499998
DLX2,0.731183241572
LCT,0.0143552929771
DARS,6.207697668659999
SRSF7,7.898026915669999
SDC1,4.64846544303
PLCL1,0.356143810225
SLC1A4,5.4472485686
SOS1,6.769507291440001
KYNU,0.0
WIPF1,2.49569516262
ORC2,3.82068956056
COX7A2L,7.646738698310001
PNO1,4.51222688651
ORC4,4.40258575823
PLEK,0.0
RND3,4.24944534109
ATF2,4.7782085764
THADA,4.04001567885
AAK1,2.78450398293
TRAK2,7.38732807237
C2orf42,3.43429461796
TIA1,5.93026424524
PCYOX1,4.53044535469
KISS1R,0.0
EPAS1,5.0139088454900005
ARID3A,2.35614381023
SUMO1,7.445097638039999
CD207,0.2750070475
GRIN3B,0.0976107966264
VAX2,0.713695814843
ATP6V1B1,0.516015147004
NFE2L2,6.53138146052
MSH6,5.12184429788
PLEKHA3,1.94860084749
SPR,4.5885647374000005
EPHA4,2.7548875021599994
PARD3B,0.367371065649
FARSB,5.07596041324
ALMS1,2.64385618977
BCL9,3.0321008431700003
PRRX1,0.12432813500199999
DHCR24,4.47118746039
DNAJC16,2.96716860753
MARK1,3.33913738492
TNR,0.0
MORN1,1.22650852981
GPX7,0.411426245726
CACYBP,7.26706755781
SCP2,6.3909427728
TPSG1,0.042644337408499995
PAPPA2,0.0703893278914
RALGPS2,3.77610398807
ANGPTL1,0.042644337408499995
CEP104,3.06350294231
FAM20B,4.88313201566
TCEANC2,1.78659636189
TMEM59,7.29627384671
LRRC42,4.29278174923
WRAP73,2.66675659188
NPHS2,0.0
MRPL37,5.91767043436
ICMT,4.958378711569999
RPL22,7.633649167560001
CHD5,0.286881147788
QSOX1,5.435295215650001
STXBP3,5.18745105403
PHF13,3.9476661568
ERRFI1,1.71808758396
PARK7,8.28845085038
KIAA1324,0.0
OPRD1,1.6040713236700002
AMPD2,4.93593113975
SRSF4,5.37330019661
MECR,4.375734538580001
KCNC4,1.9523335663699999
EDEM3,4.5625477242
WDR77,4.12680770314
ATP5PB,8.138630189199999
RAP1A,4.83895176695
HDAC1,6.53558643635
CAPZA1,7.493295070499999
S100PBP,4.412781525340001
RNF19B,3.35895882583
SCAMP3,6.8895952222000005
TRIM62,1.18903382439
ASH1L,3.2824398050099997
DLGAP3,0.0976107966264
SFPQ,7.6418350015600005
RHOU,0.799087306074
GON4L,4.4646682669999995
ARHGEF2,6.6255627399699994
LAMTOR2,6.609400390009999
MEF2D,4.4944156104
DOCK7,4.92457500339
SRM,5.79597469421
FBXO2,0.992768430769
FBXO6,2.2357270598400003
C1orf21,5.69599381311
SWT1,2.51853513898
MAD2L2,5.02989454966
DNAJC6,2.31034012061
LEPR,0.298658315565
IVNS1ABP,6.16992500144
KIAA2013,4.09592442
MFN2,5.16148463864
PRG4,0.042644337408499995
MIIP,4.24944534109
SMG7,4.32409051604
NCF2,0.0
PDC,0.0703893278914
SLC35D1,2.80115865609
PLA2G4A,2.70265754339
GADD45A,5.29351763042
PRAMEF1,0.0285691521968
PRAMEF12,0.0
WLS,5.70182625841
PRDM2,3.09592442
RGS2,4.63981097772
RPE65,0.0
TROVE2,5.05224198118
AMPD1,0.0
UCHL5,6.017921908
BCAS2,5.69766263347
SRSF11,7.172627521819999
CTH,4.0329824167
AGMAT,0.0285691521968
OLFML3,0.042644337408499995
TNNI3K,0.0
CFHR3,0.0285691521968
PLEKHM2,5.14934066929
CRYZ,4.0
PHTF1,4.65133876611
ZBTB17,3.63691458036
CD58,4.55826763406
TFAP2E,1.68257329735
CD2,0.0
TTF2,3.35614381023
NR5A2,1.0071955014
KIF21B,1.88362081629
TMEM9,6.79999388766
ADPRHL2,3.66789212523
MAP7D1,4.64385618977
WARS2,2.9030382701099997
HAO2,0.0285691521968
OSCP1,1.8991756304799998
MRPS15,6.215290305650001
EXOC8,3.2645364310000002
GNPAT,3.9708536543400004
TSNAX,6.47167521439
C1orf109,5.26002565596
RRAGC,4.2735158897000005
NID1,4.58436125252
LGALS8,1.58014548442
NT5C1A,0.042644337408499995
HPCAL4,0.150559676575
MTR,3.65535182861
BMP8B,0.23878685958700002
MYCL,2.07038932789
SIPA1L2,1.0285691522
ZP4,0.0
RLF,2.79077203786
KMO,0.0143552929771
ZNF684,1.78659636189
KCNQ4,1.05658352837
RIMS3,1.57531233069
AKT3,2.58014548442
ETV3,3.8479969065499997
ACADM,5.70293453198
ST6GALNAC5,1.72246602447
SLAMF1,0.0703893278914
CD48,0.0976107966264
ADGRL2,2.43028527298
PADI2,3.5837597536400003
SDHB,6.70016225011
MFAP2,7.2580477483
RPF1,5.007644030880001
KDM5B,4.88313201566
UAP1,4.45285896471
ACTL8,0.7398481026989999
CTBS,3.85598969731
RGS4,0.111031312389
KLHL12,5.12969515665
IGSF21,0.0
SSX2IP,1.31034012061
ZNHIT6,4.002702520380001
PLA2G2D,0.0
RBBP5,3.84297883179
GBP3,0.0
GBP1,0.0
KIF17,3.11103131239
GPR89A,4.839455765219999
CDK18,2.58496250072
RAB29,5.39985467357
CD160,0.12432813500199999
ECE1,3.53356334821
HMGCL,3.8678964639899998
GALE,6.443772392760001
ID3,6.274634402519999
CR2,0.0
CD46,6.56392077515
PRPF3,5.5058909297300005
APH1A,7.3983161634000005
P3H1,5.29278174923
SLC2A1,2.9411063109500004
EBNA1BP2,6.248686626869999
CDC20,5.88581837199
MPL,0.0
ARTN,0.0285691521968
IPO13,3.32912359629
ATP6V0B,7.691952843049999
B4GALT2,4.74200621087
ERI3,4.86740230573
PTCH2,0.50589092973
AKR1A1,5.512226886510001
PRDX1,9.30997649237
PIK3R3,2.03562390973
TSPAN1,0.042644337408499995
BLZF1,4.06263982829
CCDC181,0.0285691521968
SLC19A2,5.84348142543
FAAH,0.495695162624
NSUN4,3.88655014732
TMED5,5.46988597627
MROH9,0.0
DR1,3.9662458732199997
CNN3,5.50080205306
PRRC2C,6.4703741704199995
F3,0.378511623254
ABCD3,5.47183776242
VAMP4,2.94673086014
DPH5,5.59544398459
FASLG,0.0
PTBP2,3.8499992594699997
TNFSF4,0.641546029088
PRDX6,8.248022424470001
DARS2,5.43696133783
HSD11B1,0.0
IRF6,0.0285691521968
UTP25,2.9597701552099998
PLPPR5,0.0
PLPPR4,0.0285691521968
SERPINC1,0.0285691521968
RCAN3,2.3757345385799997
