,def
DLGAP3,0.0
SFPQ,6.9164766444399985
RHOU,0.13750352375
GON4L,3.5993177937
ARHGEF2,5.45220004941
LAMTOR2,6.63575439128
MEF2D,3.3950627995200002
DOCK7,3.84297883179
SRM,6.265099287509999
FBXO2,1.8757800630700001
FBXO6,2.19534759832
C1orf21,0.0976107966264
SWT1,0.863938450424
MAD2L2,4.54411440221
DNAJC6,1.4854268271700002
LEPR,2.92599941856
IVNS1ABP,4.4620523188
KIAA2013,3.9855004302999997
MFN2,5.007644030880001
PRG4,0.0565835283664
MIIP,3.7092906357199995
SMG7,4.07724299893
NCF2,5.30195339513
PDC,0.0
SLC35D1,2.05658352837
PLA2G4A,2.7782085764
GADD45A,8.10438908237
PRAMEF1,0.0
PRAMEF12,0.0
WLS,5.55673594791
PRDM2,2.98732086593
RGS2,4.22342254993
RPE65,0.0143552929771
TROVE2,3.7634115744699996
AMPD1,0.042644337408499995
UCHL5,5.4419481905
BCAS2,5.958378711569999
SRSF11,6.5360529002400005
CTH,6.12701414158
AGMAT,1.29278174923
OLFML3,0.0840642647885
TNNI3K,0.042644337408499995
CFHR3,0.333423733725
PLEKHM2,3.62175885671
CRYZ,5.833902076669999
PHTF1,2.1699250014400002
ZBTB17,3.7015490569400002
CD58,5.3437631221499995
TFAP2E,0.575312330687
CD2,0.0
TTF2,2.95791459863
NR5A2,0.641546029088
KIF21B,1.8278190246200001
TMEM9,5.1399605695499995
ADPRHL2,3.9068905956099997
MAP7D1,5.2445065514
WARS2,2.6182386556
HAO2,0.0
OSCP1,2.91838623445
MRPS15,6.77676200179
EXOC8,2.01435529298
GNPAT,4.237257770899999
TSNAX,4.2816982501
C1orf109,4.718635616269999
RRAGC,3.8042601156300004
NID1,0.0143552929771
LGALS8,5.30378074818
NT5C1A,0.0
HPCAL4,0.0
MTR,2.1210154009599997
BMP8B,0.495695162624
MYCL,1.35614381023
SIPA1L2,0.83995958749
ZP4,0.0143552929771
RLF,2.31614574229
KMO,0.250961573533
ZNF684,1.28095631383
KCNQ4,0.310340120612
RIMS3,0.0565835283664
AKT3,2.3305584000299997
ETV3,2.98002530024
ACADM,4.65477921696
ST6GALNAC5,0.782408564927
SLAMF1,0.0
CD48,0.0
ADGRL2,4.13914201915
PADI2,1.50080205306
SDHB,6.00022540349
MFAP2,4.344828497
RPF1,5.40394936423
KDM5B,3.8217102150300004
UAP1,4.95466162084
ACTL8,0.0976107966264
CTBS,3.54596836911
RGS4,1.88362081629
KLHL12,3.86987140618
IGSF21,0.0
SSX2IP,2.64616265716
ZNHIT6,4.959770155209999
PLA2G2D,0.0
RBBP5,2.3757345385799997
GBP3,5.16591193894
GBP1,3.67581593117
KIF17,0.250961573533
GPR89A,3.68481873755
CDK18,1.15704371015
RAB29,1.4854268271700002
CD160,0.0703893278914
ECE1,6.753551054600001
HMGCL,5.12184429788
GALE,6.565749479369999
ID3,3.34624777408
CR2,0.38956681176299995
CD46,7.4655664048100006
PRPF3,5.41413553298
APH1A,6.61235249875
P3H1,3.6859401484500003
SLC2A1,6.824386002590001
EBNA1BP2,7.3281363403199995
CDC20,5.054848477
MPL,0.0143552929771
ARTN,0.641546029088
IPO13,2.44890095115
ATP6V0B,6.838069346089999
B4GALT2,4.64731450955
ERI3,5.02989454966
PTCH2,0.150559676575
AKR1A1,6.060263598740001
PRDX1,8.10260564587
PIK3R3,1.3391373849200001
TSPAN1,7.38534474902
BLZF1,4.914086097009999
CCDC181,0.992768430769
SLC19A2,3.41683974191
FAAH,2.5210507369
NSUN4,3.1456774552
TMED5,5.33342373373
MROH9,0.0
DR1,4.57228336665
CNN3,6.70887695972
PRRC2C,5.3165078191
F3,9.09331191695
ABCD3,4.19613488077
VAMP4,2.9411063109500004
DPH5,5.6267311506699995
FASLG,0.0285691521968
PTBP2,2.91456452349
TNFSF4,0.20163386116999998
PRDX6,7.246598103060001
DARS2,3.2234225499299995
HSD11B1,1.38956681176
IRF6,4.12515513132
UTP25,2.0531113364599998
PLPPR5,0.0143552929771
PLPPR4,0.0
SERPINC1,0.042644337408499995
RCAN3,2.40871186103
SYF2,5.6839771069800005
RSRP1,4.9905011113599995
SLC35A3,3.8599695482199996
RCOR3,3.15704371015
STMN1,7.06393430575
MTFR1L,4.24640808725
MAN1C1,0.21412480535300002
NEK2,3.37712374913
RPS6KA1,3.7644735509900005
DHDDS,4.43362716708
NENF,4.117695042669999
NSL1,3.43962313756
PROX1,0.0
ARID1A,3.7420062108699996
CENPF,3.5789387130900003
RPA2,5.48058827023
PPP1R8,4.99954908734
STX12,4.0062980238999994
MARC2,2.37851162325
SLC5A9,0.0143552929771
OSBPL9,5.57137343597
TXNDC12,5.19810120932
ESYT2,5.114783447250001
CD3EAP,3.2357270598400003
MESD,3.84398384405
RCN2,5.775840698530001
CHRNB4,0.0
MUC5B,1.5160151469999998
CTSD,6.5349642498
COLEC11,0.0840642647885
STAG1,2.57046293103
A4GNT,0.0565835283664
STK11,3.81044310385
KMT2A,2.37295209791
TREH,0.0285691521968
IFT46,2.97819562968
MMP8,0.0285691521968
APOA1,0.0285691521968
ZNF541,0.0
SLC8A2,0.263034405834
KPTN,3.14077865578
RPS25,9.81653571048
KIF14,1.8757800630700001
TNNT2,0.23878685958700002
DDX59,3.6724253419699995
CAMSAP2,3.01077983875
ATF6,4.01077983875
CRYGD,0.0
MREG,3.6948801928
TNP1,0.0
FASTKD2,4.777682717069999
NRP2,4.17871464118
CREB1,3.4982508675300004
KLF7,2.2750070475
TTR,0.042644337408499995
B4GALT6,1.8559896973099999
C1orf54,1.7048719644600001
CA14,0.34482849699699997
CASC1,0.0565835283664
LRMP,1.24488705912
ATP10B,0.111031312389
SPCS2,7.48912542875
USP35,1.344828497
ELOVL4,0.0
FILIP1,0.0703893278914
CASP8AP2,1.8155754288599997
HMGN3,5.1811025507499995
UBE3D,1.31614574229
CNR1,0.0143552929771
SPACA1,0.0
ANKRD13C,2.9411063109500004
SGIP1,0.650764559117
PHF3,3.5058909297300005
ZC2HC1B,0.0
ADGB,0.0
PLAGL1,2.04963076772
FBXO30,2.15380533608
TNFAIP3,4.16992500144
AKAP7,1.7441610955700002
RAB32,5.224966365
MYB,0.18903382439
ALDH8A1,0.356143810225
SGK1,3.87184364851
RNF146,4.58436125252
ARG1,0.0565835283664
CTGF,5.24298351611
TCF21,0.0
PMFBP1,0.422233000683
FBXL5,3.9030382701099997
MED28,4.21955576917
SLC16A7,0.48542682717
RXYLT1,3.1026581313599997
ZNF430,1.6959938131099999
VAMP8,6.63255905212
DCLRE1B,2.17312743348
MYL12B,8.90192278809
FOXO3,3.7366048753099994
ARMC2,0.464668267003
GHRH,0.0
RPN2,7.91037290253
TGIF2,3.31469652566
CASQ2,0.0
OLFM3,0.0
PKD2,2.88166461932
ABCG2,0.526068811668
SPP1,4.1866590172
STBD1,1.03562390973
CCNI,6.39420543036
RARRES1,4.008092420950001
MFSD1,4.09254574154
RAB3GAP2,3.03562390973
EEF2KMT,3.5285713188699996
PPL,5.04875931192
UBN1,3.8042601156300004
KLF12,0.765534746363
UCHL3,6.4888041873699995
PCDH17,0.0
HS1BP3,2.85798099513
LDAH,3.67694435911
WDR35,2.77610398807
CCND2,0.0
FGF23,0.0
ELL2,4.87872534148
DNAH7,0.111031312389
CYP20A1,2.5235619560599996
NDUFB3,5.77425995143
GTF3C3,4.24336442569
SATB2,1.29865831556
UBE2B,5.63168636631
TRPM6,0.0143552929771
GDA,2.2357270598400003
KLF9,1.4854268271700002
TJP2,5.20945336563
C2orf40,0.0
ITGB1BP1,4.9406366072
CPSF3,4.897724470219999
PIGZ,0.722466024471
SENP5,2.66220549965
CCDC92,2.58976348698
C1orf198,3.42894634477
TRIM67,0.0
HEATR1,3.45680614923
PTBP3,4.99954908734
RAD23B,6.33449676839
FKBP15,2.84197311893
CTNNAL1,5.73957811205
FAM206A,4.12184429788
WDR34,4.96023367169
SET,8.93070777384
PTPA,6.73687542291
GLE1,3.5873649909400003
RAB14,4.52042224853
CNTRL,1.9523335663699999
TRIM32,2.79077203786
FBXW2,3.14077865578
PHF19,4.06177619759
NEK6,4.89578731646
BSPRY,1.8797057662799999
PPP6C,4.375734538580001
NDUFA8,6.42324199597
HDHD3,0.432959407276
RBM18,3.7169908944
SLC46A2,0.0
HSDL2,3.224966365
MAPKAP1,5.14893410453
NR4A3,0.042644337408499995
INVS,1.35049724708
GALNT12,3.98276546258
DENND1A,2.84999925947
ALG2,4.670160514130001
CSF3R,0.150559676575
KDSR,5.33521168171
VPS4B,5.37364821133
ONECUT2,0.0285691521968
C19orf25,3.55090066465
ZBTB45,2.1602748314099998
YLPM1,3.9597701552099998
DCAF4,4.3398500028800004
PROX2,0.0565835283664
VSX2,0.0
FCF1,6.445594291340001
PGF,1.38956681176
IFI27L2,5.9534980632000005
BBOF1,1.6915341649200002
NEK9,4.76234881564
ACYP1,4.54535064482
IFT43,5.43028527298
NPC2,7.30213623462
DNAL1,2.78868571061
IRF2BPL,3.20633064787
ACOT2,4.07638806851
LTBP2,3.63343121036
AREL1,3.54966917073
MLH3,3.18428029442
TTLL5,2.6915341649199997
FLVCR2,0.6870606883399999
ABCD4,4.412781525340001
DLST,5.69320814891
PPP4R4,0.565597175854
TGFB3,1.6461626571599999
ZC2HC1C,1.19534759832
SLIRP,8.8507494259
RBM25,5.29425313644
ALDH6A1,2.31903981556
GPR68,0.584962500721
ESRRB,0.0285691521968
EIF2B2,5.60169651648
NRDE2,2.3840498068000002
COQ6,3.4462562298900004
ZNF410,5.44062004768
RHOQ,4.07296327156
GPR75,0.48542682717
SUPT7L,4.78764141448
KLHL29,2.13750352375
DNMT3A,2.96162332829
TMEM214,4.78502736224
ATAD2B,2.0391383939099996
FKBP1B,2.97819562968
ATL2,5.742275747540001
YPEL5,5.20750245926
FAM98A,4.38612115681
YIPF4,4.7612852733599995
AFTPH,3.8589756142900002
LGALSL,2.81147103053
CNRIP1,0.0
BCL11A,1.43829285158
CRIPT,3.9307373375599997
EPCAM,8.67242534197
SLC17A5,2.8953026213300004
OGFRL1,3.13750352375
SLF2,2.1858665453099997
IDE,2.60880924268
TECTB,0.0143552929771
ELOVL3,0.042644337408499995
IFIT3,3.9202933002099996
NKX2-3,0.0
IFIT2,3.3840498068000002
GPAM,1.55581615506
CUTC,2.7092906357200004
PPP1R3C,0.831877241192
PYROXD2,1.66448284036
CNNM1,1.18269229752
MXI1,2.6803243568400004
SMNDC1,3.7366048753099994
C10orf88,2.38956681176
HELLS,2.07038932789
PRLHR,0.0
TCTN3,3.5704629310300002
FAM45A,3.68929916054
AVPI1,3.19219416528
WDR11,3.7300964656
ARMH3,2.07724299893
KCNIP2,0.17632277264000001
CFAP58,0.23878685958700002
GOT1,4.800641097330001
CPN1,0.0
C10orf95,0.263034405834
SFRP5,0.0565835283664
GNA13,3.49952702422
HOXB8,0.464668267003
KANSL1,3.7235585614699995
HOXB5,1.7484612330000002
CRHR1,0.0285691521968
HOXB3,3.3854310371900005
HOXB1,0.0
DUSP1,2.8519988371099996
PANK3,3.00360223668
MSX2,0.333423733725
TEK,0.0143552929771
RCL1,3.79597469421
CAAP1,3.6644828403600003
EQTN,0.0143552929771
MOB3B,0.6690267655100001
INSL6,0.042644337408499995
INSL4,0.21412480535300002
MLANA,0.13750352375
CD274,4.38818953716
IFNA6,0.0143552929771
IFNA8,0.0143552929771
GRIA2,0.0285691521968
NUP43,3.31324585179
MTHFD1L,5.368768349090001
LRP11,4.4215599449
CCDC170,0.0143552929771
PCMT1,5.346247774080001
PLEKHG1,2.44095219803
MYCT1,0.97085365434
CXorf21,0.0
MAGEB4,0.0
CYSTM1,6.02702131462
WDR55,3.24184018356
ARAP3,2.64154602909
SLC25A2,0.0143552929771
TNN,0.0
MRPS14,3.69821847822
CENPL,2.2779847473
TNFSF18,1.92979099772
SEC16B,1.01435529298
GORAB,3.3519109611
GPR31,0.0
ACAT2,3.0071955014
TCP1,6.6783536539699995
TTLL2,0.0143552929771
SNX19,2.9763636357300003
KCNJ5,0.0143552929771
MSANTD2,2.04963076772
TP53AIP1,0.0703893278914
TEX11,0.0
ARR3,0.0
PDZD11,5.11686375769
SLC10A7,2.48284828307
NUDCD1,4.26077843189
ENY2,6.7023805016199995
MASTL,1.7136958148399999
KIAA1217,2.26002565596
LYZL1,0.0
PLXDC2,0.0143552929771
EPC1,2.74631276643
IQSEC3,0.0
CCDC77,1.7398481027000001
TAF12,4.66902676551
ENOX1,0.831877241192
TNFSF11,1.7398481027000001
MTRF1,3.0686708106700005
SOHLH2,2.54101915313
DNAJC15,4.22727899447
PROSER1,3.6380738371800003
UFM1,5.78240856493
WBP4,2.7803100990400003
ELF1,4.66049513189
SMAD9,0.0565835283664
HSPH1,4.7554217347300005
KBTBD7,1.0703893278899999
ALG5,5.7572899923800005
EXOSC8,6.18784690944
ETF1,5.94321808743
TGFBI,7.402159366910001
FAM53C,2.63691458036
SIL1,4.51538446064
PAIP2,5.2539892662300005
MYOT,0.042644337408499995
KDM3B,3.82680268429
EGR1,3.8599695482199996
SERP1,6.3575520046200005
PLS1,4.264536431000001
ZFP30,0.310340120612
NR2C1,3.6803243568400004
UTP20,1.95977015521
TMPO,4.35966172233
ARL1,5.6504773699
GLT8D2,0.422233000683
MTERF2,1.5260688116699999
SOCS2,3.66902676551
NFYB,4.48349335128
WASHC3,4.91981677005
APAF1,2.42760617278
DUSP4,4.84096670449
CLU,2.29278174923
TNFRSF10B,6.78724960847
SORBS3,3.8489984304
PTK2B,3.34624777408
CHRNA2,0.0
ADRA1A,0.0
PPP3CC,2.29865831556
PDLIM2,3.4262647547000005
EPHX2,0.286881147788
RNF170,3.7845039829300005
NPPB,0.34482849699699997
UBIAD1,3.3117937177499996
TARDBP,6.58466190794
TNFRSF8,0.0143552929771
PRAMEF2,0.0
ZNF706,5.94415566344
LYPLA1,6.81659970653
CRISPLD1,0.0
COPS5,5.407692648669999
RDH10,3.8688842730300004
EPX,0.0143552929771
AKAP1,3.7224660244699996
COIL,3.2539892662299996
TRIM25,4.76765479824
SCPEP1,3.11103131239
SPOP,4.2078928516400005
TBX2,0.13750352375
SLC35B1,5.1783162717
TBX4,0.0
TEX14,0.0143552929771
FAM117A,1.4329594072799998
NCAPH,2.82781902462
LRAT,1.05658352837
TMEM131L,1.31614574229
MND1,2.4141355329799996
TRIM6,2.36737106565
ABCC11,0.0565835283664
TENT4B,2.5459683691099997
ADCY7,3.6622054996499998
CEP89,3.6814492653099995
TSHZ3,0.978195629682
ECHDC2,4.698218478219999
TAS2R8,0.0
PLBD1,0.0565835283664
TAS2R10,0.163498732283
PRB2,0.0976107966264
PYROXD1,4.157852169140001
IAPP,0.0565835283664
KCNJ8,0.0
TAS2R7,0.0
BCL2L14,0.963474123975
TAS2R9,0.0
PSPC1,3.93357263826
ZNF549,2.6982184782200003
A1BG,0.0840642647885
ZSCAN18,2.71589337055
ZNF211,4.2016338611699995
PDZRN3,0.0
RGSL1,0.0
LHX4,0.2750070475
RNF2,3.31903981556
TRMT1L,2.84599177066
SEC22A,3.9068905956099997
CSTA,2.0976107966299997
DPPA4,0.0
POPDC2,0.263034405834
B4GALT4,4.00090140274
NAA50,6.62862780216
CD80,0.0
KIF18A,2.344828497
GJA8,0.0
DESI2,4.4389581479
MAPK8IP1,0.918386234446
CRY2,1.54101915313
PEX16,3.9900472195699996
DEPDC7,0.263034405834
CAT,3.4141355329799996
PILRB,4.72683121703
ZMYM2,4.34908214639
GJB6,1.2750070475
GJA3,0.0703893278914
TBC1D15,4.51916444981
ADGRB2,1.04963076772
HCRTR1,0.0143552929771
ZCCHC17,4.82984955984
FABP3,0.150559676575
KHDRBS1,5.60851357815
TMEM39B,2.8698714061799997
CCRL2,2.19534759832
CCR2,0.0143552929771
POLR3GL,4.4262647547
GHSR,0.0
TNFSF10,4.35966172233
ZNF639,4.8554914431
SLITRK3,0.0
PIK3CA,2.66675659188
PDS5A,4.16591193894
TMEM156,7.57091825533
LIAS,4.54658582901
CPXM2,0.0143552929771
TMEM54,4.75595576955
ZSCAN20,1.03562390973
CSMD2,0.0
HPCA,0.163498732283
LRIF1,4.94953493302
TMIGD3,0.0
CLCC1,3.7311832415699993
GPSM2,3.1858665453099997
GTDC1,2.9597701552099998
CXCR4,1.70929063572
ZRANB3,1.40053792958
ACVR2A,2.33628338786
POLK,3.2218770810799997
SV2C,0.111031312389
FLT3,0.0
RPL21,10.5227776695
MTIF3,5.24374523473
GTF3A,7.08310697089
RASL11A,0.545968369105
UBL3,2.7180875839599996
FYTTD1,3.9662458732199997
MTERF4,4.18189764311
XPNPEP2,0.0
SASH3,0.0
OCRL,3.1521834190599995
PAEP,5.67807190511
OBP2A,1.11103131239
MRPS2,5.88581837199
TBX22,0.0
FMOD,0.0
MYOG,0.0
LAX1,0.0285691521968
PLG,0.0703893278914
KIAA1191,5.05831649559
COPA,6.106432077819999
CD244,0.0285691521968
LY9,0.0143552929771
HS3ST2,0.17632277264000001
RBBP6,4.40258575823
ZC3H7A,4.606442228130001
PRM2,0.0
SERAC1,1.25701061821
ANXA11,5.4944156104
LDB3,0.042644337408499995
OPN4,0.0
SHLD2,3.3757345385799997
PRXL2A,2.85598969731
ZNF205,2.28095631383
NAA60,3.8449881566800004
RPL5,10.1296694014
ODF2L,4.13750352375
PTGFR,1.5058909297299998
SPATA1,0.2750070475
TRMT13,3.8469946869699996
LRRC39,0.7398481026989999
RWDD3,3.9927684307699995
ZNF644,4.74631276643
CCDC18,2.2357270598400003
RPAP2,3.25701061821
PQLC1,3.1826922975200005
BBS9,1.57531233069
PMS2,2.88166461932
ZMIZ2,5.266036894
OCM,0.111031312389
SEPT7,6.63502879903
EEPD1,2.74416109557
KLHL7,3.6633446193699997
HERPUD2,3.8237493603099995
CBX3,7.3086120696100005
HNRNPA2B1,8.968897145269999
WIPF3,0.22650852980900002
NXPH1,0.0143552929771
NPY,0.0
FAM126A,2.21412480535
HOXA7,0.0285691521968
INHBA,5.48091134605
FKBP9,4.9745293124800005
NT5C3A,5.2207168919999996
ARL4A,4.41074812819
CCZ1,5.84724530714
POLM,1.9523335663699999
RAMP3,0.0
MRM2,4.82374936031
TWIST1,0.32192809488699997
SMU1,3.24488705912
GLIPR2,1.11103131239
SLC25A51,2.32768736418
CLTA,6.12350066435
RECK,0.21412480535300002
SPINK4,1.7004397181400002
TAF1L,0.0
ACO1,4.2539892662300005
PHF24,0.0
DNAI1,0.0
DCAF10,3.16671544497
CNTFR,0.0
KIAA1549,1.5993177937
TRIM24,2.748461233
CYREN,4.51664555778
CALD1,4.65535182861
AKR1D1,0.12432813500199999
NUDT10,0.0285691521968
SFTPA1,0.0
NEUROG3,0.0
PLAU,9.61955973778
SRGN,6.309794643869999
CHST3,2.32192809489
BICC1,2.76765479824
CISD1,3.777156666
EGR2,0.422233000683
ECD,3.4222330006800004
P4HA1,3.79077203786
SLC25A16,1.78659636189
ZWINT,3.6182386556
VPS26A,4.606442228130001
RBM19,2.07724299893
CIT,1.9259994185599998
IFT81,2.01435529298
ACADS,1.7355221772999998
HVCN1,0.831877241192
DDX54,3.6158870739199998
MED13L,3.2539892662299996
CDKN2C,1.09761079663
RNF11,5.06695024392
RASSF8,1.05658352837
BHLHE41,1.16992500144
SSPN,1.0703893278899999
ITPR2,0.411426245726
CCDC91,4.27575204883
NECAB1,0.0703893278914
WWP1,3.71918344048
ACOT9,5.4462562298899995
PRDX4,7.107583261760001
DDX39A,4.71314590249
PKN1,4.84448608776
TRIR,5.01122725542
ADGRE5,5.04745114042
WDR83,3.12928301694
GIPC1,6.315602456640001
ACTRT1,0.0
CCDC70,0.0
SPRYD7,2.79077203786
EBPL,4.277984747300001
ATP7B,0.38956681176299995
ZC3H13,3.11935617704
NLN,3.6530600170999996
CENPK,4.037382222
OPTN,4.74953426767
ITIH5,0.0
ATF1,4.697662633469999
TSFM,4.17472598771
NEUROD4,0.0
ARHGAP9,0.0703893278914
NCKAP1L,0.0143552929771
MMP19,0.111031312389
PFDN5,8.65384823802
SPATS2,3.35332329116
ORMDL2,4.47508488295
NR4A1,1.0703893278899999
PDE1B,0.042644337408499995
HOXC13,0.0840642647885
CDK2,2.74416109557
LRP1,0.8953026213330001
HOXC11,0.042644337408499995
ATG101,4.816599706530001
NFE2,0.21412480535300002
HOXC12,0.0
IKZF4,0.6959938131100001
SMUG1,4.79960542245
TUBA1B,7.89578731646
EEF1AKMT3,1.63691458036
KBTBD4,2.45943161864
SARDH,0.042644337408499995
DBH,0.0
ATPAF1,4.50652577904
STIL,2.124328135
HJURP,2.94673086014
IL13RA2,0.863938450424
COL10A1,0.042644337408499995
AMD1,5.60762622085
NDUFAF4,4.544732655930001
USP45,2.70265754339
PLP1,0.0143552929771
SERPINA7,0.0
MORF4L2,8.57417721428
H2BFWT,0.0
RAB9B,0.150559676575
NRK,0.0
FAM199X,3.87184364851
ESX1,0.0
MAGEA9,0.0
ATXN3L,0.0
RAB9A,4.98230913013
METTL8,3.61706334389
TTC21B,1.6461626571599999
NMI,4.403949364230001
TNFAIP6,0.042644337408499995
ACVR1C,0.0976107966264
BAZ2B,3.0232553523
SLC36A1,0.7398481026989999
LPGAT1,2.92409988564
BATF3,0.948600847493
G0S2,7.18159953482
KCNJ2,0.44360665147600004
RAP2C,4.377123749130001
EXOSC9,4.26077843189
PLA2G12A,4.54905302934
B9D2,2.5484366247
COQ8B,4.586164245930001
PFKFB2,2.5084286525299997
C4BPA,0.12432813500199999
C4BPB,0.918386234446
RAB38,4.4646682669999995
GPR83,0.0143552929771
AGO2,2.83995958749
MXD4,1.29865831556
CKS2,6.60199358125
DAW1,1.19534759832
ACSL3,6.2520977030400005
CHPF,4.49313492231
DNPEP,5.607034345950001
INHA,0.44360665147600004
MOGAT1,0.0
OBSL1,3.74631276643
FAM124B,0.0285691521968
SLC12A4,3.8052924556
ENKD1,3.0738202332899998
MC3R,0.042644337408499995
GCNT7,0.0285691521968
CTCFL,0.0
FAM210B,4.24412594328
PI3,2.60169651648
FAM209A,0.20163386116999998
SNX21,1.91838623445
SLPI,8.30222764568
WFDC3,3.24488705912
TTPAL,3.25550073315
PREX1,0.0565835283664
KCNS1,0.17632277264000001
SLC12A5,0.34482849699699997
ARHGAP40,2.3645724322999997
SDC4,7.24317398347
NCOA3,2.9354597478099995
PIGT,6.3094308781
SEMG2,0.0
MATN4,0.0143552929771
NCOA5,3.5397791917
VAPB,4.65821148275
PARD6B,3.83289001416
ATP5F1E,5.49729300866
CHD6,2.5873649909400003
PLCG1,4.01435529298
TOX2,3.20163386117
SRSF6,5.8313705879699995
GDAP1L1,0.0565835283664
GTSF1L,0.0
ARFGEF2,3.13750352375
ZNFX1,3.47508488295
ZNF831,0.0
EDN3,0.0
CSE1L,5.44028782084
RAB22A,2.96532254837
PTGIS,0.713695814843
STAU1,5.32768736418
CDH26,0.0976107966264
SNAI1,0.641546029088
MOCS3,2.0071955014
STX16,5.7438919109399995
PMEPA1,6.337175868589999
RNF114,5.98936611403
ANKRD60,0.0
DDX27,5.27872821294
RBPJL,0.0
SEMG1,0.0
C20orf85,0.0
BCAS4,2.17951105027
KCNK15,0.310340120612
TP53TG5,0.286881147788
PCK1,0.0
ZBP1,0.659924558402
NEURL2,0.790772037862
MAGEA10,0.0143552929771
MTRR,2.41683974191
FASTKD3,1.7355221772999998
PEPD,4.01435529298
CHST8,0.0
IQSEC2,2.7048719644599997
VAMP7,3.99729240764
IL9R,0.111031312389
XG,0.042644337408499995
STAMBP,4.9221978484
NAGK,4.7484612330000004
MCEE,3.1779177922
PAIP2B,0.32192809488699997
SNRNP27,5.80322703643
MPHOSPH10,4.42021289061
IL17C,0.17632277264000001
ATP8A1,2.11436702495
USP22,4.84849775539
POF1B,0.042644337408499995
HIF3A,0.263034405834
ZNF576,3.4776773275699995
IRGC,0.0
ZNF45,2.92789645373
LYPD3,2.1763227726400003
PSG8,0.042644337408499995
CEACAM8,0.0
NDP,1.40053792958
USP9X,3.63110428237
CRISP2,0.0143552929771
F13A1,0.0
GRM4,0.0
TRERF1,1.6322682155000001
PACSIN1,0.0143552929771
BTN2A2,2.54101915313
SIRT5,2.71149490665
MRS2,3.7430840555500002
WRNIP1,5.496654082590001
RRP36,5.02768487694
BTN1A1,0.0
SNRPC,7.044066196860001
SLC17A3,0.0143552929771
SLC17A1,0.0
SERPINB6,6.8943327422800005
XPO5,4.35966172233
ABCC10,3.33199177823
HIST1H1D,0.12432813500199999
PEX6,2.53356334821
NQO2,2.7136958148400003
OARD1,5.09929520434
UNC5CL,0.22650852980900002
AARS2,1.95977015521
HIST1H1A,0.0
ZNF391,0.20163386116999998
RPS10,11.269185134
MOCS1,0.150559676575
HIST1H2BJ,2.37851162325
MED20,3.8063240573900003
OR2B6,0.310340120612
TBCC,3.4462562298900004
SPDEF,1.8559896973099999
TCP11,0.0565835283664
MAD2L1BP,4.6194130106
APOBEC2,0.0143552929771
KLHDC3,4.138323004059999
GNMT,0.0565835283664
DNAH8,0.0
TREM1,0.32192809488699997
MEA1,5.903279342059999
KLHL31,0.356143810225
COL21A1,0.0976107966264
CDKN1A,8.85046815919
SOX4,5.1933775105599995
GLO1,6.387672720009999
CPNE5,0.111031312389
KCNK17,0.0143552929771
RREB1,2.266036894
SSR1,6.11519974939
RIOK1,4.13175409098
NRN1,0.0
SLC35B3,3.5273206078800006
RPP40,3.9030382701099997
ATXN1,2.77188557852
NUP153,3.4528589647099994
DEK,6.12329372251
EEF1E1,6.26641176604
CRISP1,0.0
RUNX2,3.45811948117
OPN5,0.0143552929771
GCM2,0.0
LRRFIP1,6.04461269296
RAB17,3.78868571061
CXCL6,3.71479501112
EREG,7.579843886210001
TRIM51,0.0
MYRF,3.4208865749799995
SCGB1D2,0.0
SCGB2A1,0.0
AHNAK,6.5555094270800005
EMC3,4.94345253856
SSUH2,0.042644337408499995
WNT1,0.0
SH3TC1,2.46727948046
CNOT1,5.8641861446500005
LRRC29,0.555816155062
BBS2,3.7938958825499998
MT1G,0.613531652918
MT2A,9.41242165335
C16orf70,3.15542543175
GOT2,5.3476656563
DOK4,3.1391420191500004
PIWIL1,0.34482849699699997
GPR18,0.0285691521968
CLYBL,0.918386234446
TMTC4,2.44095219803
RAP2A,2.05658352837
SLC10A2,0.0
ABCC4,2.31324585179
EFNB2,4.67750824226
SOX21,1.19534759832
TM9SF2,5.88752527074
C17orf53,1.7136958148399999
KIF25,0.12432813500199999
IRF1,4.77241355475
UPF3B,4.33628338786
RNF113A,4.1667154449699995
SEPT6,1.14404636962
TMEM255A,0.0976107966264
NDUFA1,6.76447355099
AMELX,0.0
ATP5S,3.08746284125
BMP4,3.0
PTGER2,0.356143810225
FAM193A,1.45417589319
GRK4,0.411426245726
SOX9,4.67185946825
TEKT3,0.042644337408499995
MYH2,0.0
HS3ST3B1,0.0703893278914
SLC25A35,0.565597175854
MRPS7,5.35049724708
GGA3,3.5570424152599998
ARMC7,1.9221978484
NUP85,4.36527259976
SLC25A19,2.52606881167
MIF4GD,3.58255600301
NT5C,4.967168607530001
MSTO1,4.47248777146
C1orf61,1.6461626571599999
TTF1,3.1210154009599997
GTF3C4,3.04264433741
DDX31,3.55090066465
BARHL1,0.0143552929771
KIR2DL1,0.0
PPP1R12C,5.2794712956400005
MBOAT7,5.41548827105
SRMS,0.0285691521968
OPRL1,0.111031312389
SLC2A4RG,4.79856900356
NPBWR2,0.0
FNDC11,0.378511623254
BHLHE23,0.0
PPDPF,7.5325507392799995
IL1B,3.7420062108699996
PLGLB2,0.2750070475
IL37,1.4114262457299998
CHCHD5,5.33485426933
PAX8,2.4462562298900004
INSIG2,4.71534429536
POLR1B,3.29425313644
CCDC93,2.63923216325
PSD4,2.55090066465
SLC25A23,3.4316229597099994
