,def
POLR3B,2.3868109464700002
ANGEL1,3.40463068422
RNF14,4.46074256379
DNASE1L1,2.97819562968
DDX11,3.6194130106
HEBP1,4.06177619759
GPRC5A,6.103287808409999
MAMLD1,1.61353165292
CD6,0.163498732283
TACC3,3.68929916054
UFL1,3.9990980337099997
POLA2,2.65076455912
ZC3H3,2.0806576633500002
CAPN1,6.61131994768
ACPP,0.704871964456
MDH1,5.82119997806
SLC30A9,4.95186750433
MTMR11,2.8479969065499997
COX15,3.15866017535
CCDC88C,2.96716860753
YAF2,3.13750352375
ZMYND11,4.135863165369999
WAS,0.150559676575
DPEP1,0.0
BID,4.87872534148
MATR3,6.4271032871500005
NPC1L1,0.042644337408499995
XYLT2,2.84999925947
RGPD5,2.1342209397599996
STMN4,0.0
NUDCD3,4.224966365
ISL1,1.21412480535
CHDH,1.09761079663
IL20RA,4.38887833881
CLCA1,0.0
CLCA4,0.0
GLT8D1,4.9643986322
ATP2C1,5.431622959709999
IGF1,0.13750352375
SLC38A5,2.56071495447
RALBP1,3.79908730607
RUFY3,3.02147972741
CNTN1,0.454175893186
SLC11A1,0.0976107966264
WWTR1,4.586164245930001
AGPS,4.032100843169999
CXorf56,4.43962313756
ATP1A2,0.0
TTC27,3.49057013045
ZNF582,0.50589092973
VSIG2,2.67129337248
PHLDB1,3.86393845042
MARCO,0.2750070475
CYP24A1,3.5058909297300005
PRDM11,1.15055967658
SYT13,1.7268312170299998
SNAI2,4.40190347161
CD74,5.8836208162900006
HGF,0.0
ZRANB1,2.1602748314099998
NCDN,3.21567859661
ADGRA2,1.26903314646
ZFP64,2.9763636357300003
MNAT1,5.51727569321
SAMD4A,3.0686708106700005
RUNX3,0.0
MRE11,3.3812833725
PLEKHB1,1.5210507369
SERPINB1,6.77465530061
CYP3A43,0.0143552929771
SLC7A9,0.12432813500199999
SPAST,2.7070829917699997
NRXN3,0.111031312389
OSBPL5,2.29278174923
AQR,3.5273206078800006
CPS1,2.00360223668
C8B,0.0
FHL1,0.526068811668
RTF2,5.5465858290100005
GABRA1,0.0
NLRP2,4.678635347819999
SLC45A4,2.60880924268
RNF10,5.72546851263
ZNF839,3.49952702422
ZDHHC6,3.6322682155000003
GRAMD1B,0.150559676575
RNH1,5.32012359804
NDUFS1,5.5984247605299995
RB1CC1,4.46270675067
ERP44,3.80941444424
ALAS1,4.9745293124800005
BIRC3,4.37920505996
AKAP11,2.9221978483999997
GLRX2,4.52732060788
SNAPC1,4.531693360859999
DERA,4.96393645214
STRAP,6.6562103201800005
ABCC2,0.298658315565
DEF6,2.43028527298
PLEKHO1,1.13750352375
GCLM,2.6825732973500003
UBR2,2.53106949273
EHD2,3.66789212523
DEPDC1,3.5372960670899998
CCDC28A,4.08576455378
RRAGD,0.150559676575
HSF2,3.00360223668
PHF20,3.72027846523
HSD17B6,0.0840642647885
NR1H3,2.2750070475
TYMP,2.1858665453099997
NCAPH2,3.79908730607
TOMM34,5.37642931107
SEC63,5.20945336563
KPNA6,3.7290088703400004
VIM,6.7915536333899995
FAS,4.08406426479
RNASET2,4.164303583090001
CD44,7.397802961860001
KCNG1,0.863938450424
AGPAT4,0.7739963251109999
SLAMF7,3.7059779016800003
BTN3A1,3.0755326311699998
MIPEP,3.15704371015
PRKCH,3.33628338786
INSRR,0.0
IFNGR1,6.5552026338800005
B4GALT7,3.6287735951999998
SH2D2A,2.0908534304499997
VRK2,3.7015490569400002
TNFRSF1B,0.263034405834
VEZT,5.50811168119
POU2F2,2.63691458036
BRD9,3.972692654
SNX1,4.60347798825
TBPL1,4.47053686509
ARNTL2,4.81044310385
BCLAF1,5.40905143854
SLC39A9,4.7703004895
ANK1,1.76977173925
IBSP,0.8797057662819999
TFB1M,3.98185265329
RABEP1,3.3434078223
HMGB3,4.79441586635
NUP160,4.1937717434
BAK1,3.8449881566800004
MUSK,0.0
IKZF2,1.93734439215
GRN,6.516330386830001
FAM13B,2.25701061821
ARHGAP31,0.298658315565
CENPQ,3.1456774552
SARS,7.8172395109899995
RANBP3,4.43429461796
ARID4A,2.3015876466
EIPR1,4.138323004059999
PNPLA6,3.72027846523
IFT88,2.6758159311700003
ALG1,3.2094533656299995
ZCCHC8,4.218006150280001
ABCF2,4.64789009106
CHPF2,3.7070829917699997
LRRC7,0.0565835283664
FUT8,6.33449676839
UBA6,4.41074812819
GAB2,1.84799690655
ATP6V0A1,2.49313492231
PIAS1,2.18903382439
SLC4A7,3.5172756932099998
APBA2,0.0
MAP2K3,2.12763327973
EFCAB1,0.23878685958700002
TMSB10,11.6358994659
ASTE1,1.65535182861
RNF19A,3.70376517879
PEX3,3.68929916054
GABARAPL2,6.12370757651
MYOC,0.0
SH3YL1,4.75381844317
FAM136A,5.5484366247
VCL,4.29425313644
DEPDC1B,2.7655347463599997
DAPK2,0.411426245726
NSMAF,4.45220004941
ADSS,5.17871464118
STAP1,0.0
TIMP2,5.02768487694
RFC1,3.99729240764
TBC1D23,3.8257856274599997
CUL3,5.138323004059999
MYOM2,1.9145645234900002
OTC,0.0
CYP46A1,0.0
ZZZ3,4.37155886261
SLC18A1,0.0
USP2,0.62293035092
CASR,0.0565835283664
TUBG2,2.7548875021599994
RPL26L1,5.7572899923800005
FLT4,0.0
NSUN2,3.6971065744800002
FBXO42,3.04264433741
MFAP3,3.92599941856
MRI1,2.68481873755
METTL1,3.7257411565
HOXC8,0.263034405834
AGA,3.13422093976
PI4K2B,3.39231742278
BOD1L1,2.94298359819
MAT2B,4.846493315959999
TLL1,0.042644337408499995
EDC4,4.14812063112
TRIO,3.50080205306
VCAN,5.01033228328
CLEC16A,2.2779847473
MSR1,0.8155754288629999
CDH1,7.4683389373899995
MTREX,4.92267359285
DNAH5,0.250961573533
ZFYVE16,2.7591558338
RIPOR1,3.96901230752
C6,0.0285691521968
RAI14,4.71918344048
SOX30,0.22650852980900002
PNKP,5.04614178164
BEST2,0.0
PHLPP2,1.03562390973
SPDL1,3.70818723602
STAU2,3.8489984304
PQLC2,3.41142624573
CTNS,1.7907720378599998
RTN4R,0.378511623254
PHF23,3.60644222813
CDH10,0.0
INPP4A,2.15055967658
RAB27B,3.6937657122199994
PSMA4,7.5552793383
MYO16,0.0840642647885
LSG1,4.9836776947
PARP3,3.10768786931
TNC,4.016139702659999
THAP3,3.53853816363
RIPOR3,1.08406426479
TDP1,3.2764966656400003
AIFM2,2.1440463696200003
C2orf83,0.0
SPATA7,2.55090066465
MED17,3.43429461796
RETSAT,4.815063017190001
CAPG,6.86195536414
AP2S1,6.30724635523
USH2A,0.0
ZPBP,0.0
TG,0.0143552929771
ADAM28,3.73335434061
BARX2,2.15380533608
DCUN1D1,3.6814492653099995
JADE2,3.2032011563200005
ZIC2,0.163498732283
LCP2,0.111031312389
TRIT1,4.21567859661
ADRB1,0.0285691521968
GUCA2B,0.0
CUL7,3.06350294231
CTNNA1,6.945326777260001
PHKA2,3.33628338786
CNTLN,0.748461233004
EPHA3,0.0703893278914
HSPA5,9.35016570737
DSG2,7.10234318975
GEMIN8,2.9030382701099997
OFD1,4.19455988602
GPM6B,0.250961573533
MAGEC2,3.1969217338200004
PREX2,0.0
WDR37,1.4854268271700002
YTHDC2,2.87184364851
CTPS2,3.24031432933
ATP6V1H,3.8359240742500003
POLR2B,5.58255600301
FAM214A,4.07124781946
ARAP2,2.98913900737
TPR,4.46270675067
CP,2.04264433741
KIAA0556,2.7048719644599997
DTNBP1,2.38956681176
XK,0.18903382439
ANO2,0.0285691521968
C12orf4,2.30451104181
SCML1,2.6182386556
WWC3,3.52606881167
ARHGAP6,0.44360665147600004
FAM184B,0.0143552929771
MAP4,4.995484518880001
GOPC,3.63343121036
ROS1,0.0565835283664
USP28,2.40599235968
HDAC9,5.20711196121
TSPAN17,4.32696871159
NOP16,5.94485844581
CC2D2A,1.7136958148399999
RRM2B,4.2102329901
ZNF800,3.53853816363
TNFRSF17,0.0
SNX29,1.95605665241
LMO3,0.042644337408499995
MRPS10,6.2446968177999995
GUCA1A,0.0
RSF1,3.3233700690599997
VPS13D,3.9307373375599997
CELF2,0.0285691521968
FAM120A,4.92884403671
R3HDM1,3.2357270598400003
COL9A2,1.04963076772
KITLG,1.31614574229
ERCC8,3.54966917073
ADAMTS6,3.0232553523
H6PD,3.12928301694
VAMP3,5.35720008486
PER3,1.09085343045
UTS2,0.0
TNFRSF9,1.7655347463599997
EPN3,1.9107326619
LTBP1,4.18428029442
RCN1,6.863442934349999
ELN,0.0143552929771
RFC2,3.90014226036
ARID1B,2.8972404255699997
CLPTM1L,3.59096124134
NEDD4L,5.70597790168
FOXP3,0.0565835283664
PPP1R3F,0.678071905113
HEXB,6.07724299893
PTCD2,3.26753579807
NEXMIF,0.0
JKAMP,5.05137210172
DKK3,3.28095631383
ARHGEF5,2.51096191928
NFE2L3,6.09169983414
MCUR1,2.58976348698
LIMA1,4.51349074559
LETMD1,4.59335377098
SLC4A8,1.2078928516399998
LAMC3,0.0285691521968
PTGER3,0.0
TNIP3,0.0703893278914
MAPK9,3.61117238004
COL23A1,0.0
BCAR1,3.21567859661
FAM160A2,3.18428029442
HERPUD1,6.13483699345
HOMER3,3.7246502717300003
RAD51,2.0285691522
POLQ,1.10433665981
PIK3CB,3.4815572807099997
CYBA,7.77472118161
THOC3,3.37016428054
HEBP2,4.48928602263
MPHOSPH9,2.2898344651800002
PLEKHA5,3.516015147
PRSS8,6.421054946919999
SIKE1,4.3219280948900005
RRP12,3.8923910259099994
FNIP2,1.84398384405
MSMO1,5.39334755138
TTC17,5.16067821322
ALX4,0.0
FSTL4,0.0143552929771
FOXN3,0.6322682155
METTL24,0.0
AKR7A2,3.99819550315
MRTO4,5.52700776064
NNAT,0.7398481026989999
USE1,4.04001567885
MCF2L2,0.23878685958700002
NRIP2,0.298658315565
LAMA3,8.627935083939999
AP5M1,3.8298495598400004
ANAPC4,3.39780296186
KCNQ1,0.111031312389
TRAPPC3,5.80812758746
THRAP3,5.0836388792500005
PHPT1,7.230933093039999
ENTPD2,1.464668267
LY75,2.9927684307700004
ARID4B,2.84197311893
OPN3,4.17152710604
SDCCAG8,3.9068905956099997
PTPRN,0.0143552929771
HHAT,1.24488705912
KIF1B,2.5235619560599996
FOXC1,2.29865831556
TBC1D22A,2.45154083302
SYNE2,2.017921908
PLEKHH1,1.9107326619
ATP9A,3.9927684307699995
SPO11,0.0
CBLN4,0.0
CHRDL2,0.0
FAM168A,2.09423606985
RELT,1.62760683813
GALC,4.44426950241
NOP58,6.489607156749999
SZRD1,5.5984247605299995
KCNH2,0.0565835283664
CUL1,4.71808758396
FAM114A2,3.21723071622
CYFIP2,1.3840498068
TAB2,4.87381319836
GINM1,4.8058083487
EIF2AK2,3.90014226036
USP36,4.66902676551
KMT2C,2.33628338786
MCOLN3,1.0772429989299999
CCDC85A,0.0143552929771
PUM2,4.7797850053
MRPL43,4.67412163263
ITIH4,0.62293035092
ITIH1,0.0
HPF1,3.21878116778
ZFR,5.155020578359999
ZNF280C,1.76977173925
NPFFR2,0.0143552929771
PHF21B,0.0
TRAF1,1.5109619192800001
RC3H2,3.5122268865099997
IL17RB,1.4594316186399998
TRAF3IP2,4.33556900556
GYG2,0.0
DCBLD2,6.730775796510001
SERPINB3,0.20163386116999998
SOAT1,3.17152710604
PKP2,3.5447326559300008
MSH4,0.0285691521968
F7,0.0
GDI2,6.324630615269999
PRDM1,2.27202318906
ATG5,4.247168000369999
TMCC3,2.72027846523
PITHD1,4.815063017190001
MTA3,4.03474394932
USP13,1.84799690655
ATP11B,4.2979250525
LAMC2,9.67879377645
CDK14,2.60880924268
SEC61A1,6.68873986801
PPP1R12A,3.9202933002099996
RASGRF1,0.475084882949
CAMK2B,0.0143552929771
CROCC,1.5993177937
POLR3E,4.23496109484
ATP2B4,4.09929520434
ZC3H11A,5.409390936139999
RIOK2,3.9107326619
YIPF1,4.07296327156
NDC1,3.8052924556
DGKG,1.40599235968
FLYWCH1,2.64616265716
UNKL,1.4329594072799998
TBXAS1,2.19849415364
PARP12,4.96393645214
ALDH18A1,4.190614860209999
TARBP1,3.7970129778400006
GATB,2.516015147
MXD1,3.15055967658
CDK17,3.94673086014
DNAJC25,2.37295209791
SLC2A3,0.0840642647885
PSD,0.422233000683
CTDP1,2.33342373373
YBX3,7.10433665981
STYK1,2.5459683691099997
WNK1,4.02768487694
CCAR1,4.7414669864
OGFR,3.7279204545599995
GNA15,2.21412480535
CREB3L3,0.12432813500199999
PIGV,3.09592442
PTPRU,5.21373609592
SNRNP40,5.15096578356
RIMBP2,0.0
COL11A1,0.0
QSER1,2.51349074559
MPC1,5.23074100263
ACAA1,5.03782146543
BCAT1,6.114991613330001
HDAC7,4.28983446518
LZTS1,0.0
PRDM6,0.0143552929771
WNT8A,0.0
SPAG4,3.1521834190599995
NCKAP1,5.78293270482
MRPS35,6.024807233400001
GUCY1B1,1.2078928516399998
SFSWAP,3.15704371015
TNK2,3.8489984304
MON2,2.50080205306
CDH3,4.76288029292
ARSF,0.0
GPBP1,5.08321336825
DGAT2,1.3391373849200001
ZNF112,1.99638874645
CS,5.25171909261
LTK,1.9891390073700002
MRPS24,6.15623479785
ELMO2,3.1937717433999997
WAPL,3.124328135
VMP1,7.39531991094
APPBP2,2.4880007708300003
POLD1,3.3868109464700002
SEZ6,0.0
EIF4B,6.5063670929
SLC6A16,0.0285691521968
BICRA,2.7612852733599995
SPHK2,3.1325768426700003
RPL18,11.928814434200001
CA11,2.51853513898
ISOC2,4.91934008244
U2AF2,6.888377963410001
EPN1,4.6005076453500005
MED29,4.6129421963
AHRR,0.641546029088
GSC2,0.0143552929771
ZNF275,2.15055967658
MTMR1,3.5861642459300005
GPC1,3.266036894
ADCK1,2.09423606985
HAGH,4.3023190509500004
RNF4,4.10097764772
CASP8,4.25323293854
LIMCH1,4.48349335128
INTS13,4.022367813030001
TM7SF3,4.3812833725
DLX3,0.0285691521968
SPA17,3.224966365
TSPAN32,0.042644337408499995
WISP2,0.0285691521968
DMRT3,0.2750070475
ST3GAL6,1.6461626571599999
ATP2C2,3.9873208659300006
NGFR,0.23878685958700002
CDON,1.28095631383
TAF2,3.6656201640699995
HIPK2,2.5533605033400004
TNPO3,4.463360885819999
RFXANK,5.58436125252
TMEM161A,3.72137265948
LPAR2,3.8589756142900002
CTSA,5.3691174586
SUGP2,4.03913839391
SLC12A2,4.017921908
SNX24,3.7235585614699995
EYA2,0.0976107966264
CNN2,6.150965783559999
ABCA7,2.89141918685
SNCAIP,0.042644337408499995
DDX20,2.9855004302999997
BTBD1,4.6194130106
FAR2,0.32192809488699997
BCAS1,1.11769504267
POU1F1,0.0
CHI3L2,0.333423733725
SBNO2,3.34056226903
PMS1,3.17152710604
HMG20B,3.47378691161
CALCRL,0.32192809488699997
TAF11,4.04176864995
ANKS1A,2.7970129778400006
AP3D1,5.28243980501
ZNF76,3.4828482830699996
SLC9A3R2,7.354910511589999
NTHL1,3.87184364851
UHRF1BP1,2.80941444424
GNAI3,2.3868109464700002
IPO5,5.40122086216
OAT,3.7602209464699996
WDR3,4.78659636189
PKN2,4.53294028837
WDR18,3.79805051477
TRAM2,2.74416109557
NTN1,0.0285691521968
GLP2R,0.111031312389
MCM10,0.956056652412
DGKA,4.36527259976
ERBB3,3.68929916054
ROPN1,0.0
ANKRD44,0.495695162624
KARS,6.889351852589999
ADAT1,4.42492208821
PDIA5,4.35120427726
TBC1D22B,2.7803100990400003
NDUFB4,7.3102492221399995
SPEN,3.7739963251099997
MYLK,0.7398481026989999
ZC3H15,5.98686597233
MAP2K4,3.4141355329799996
TMEM206,3.01435529298
SNAP91,0.0
SLK,3.4316229597099994
CYB5R4,2.92979099772
COL17A1,2.8797057662800003
GSTO2,4.02680005934
SEC61A2,1.7527485914099998
PRKCQ,0.0143552929771
TLE2,0.495695162624
ASB1,4.48478262308
FAM107B,5.30085587127
ME1,3.13750352375
TBC1D1,2.88362081629
CDK13,3.5397791917
MTHFD2,7.382840144480001
SLC9A7,4.545968369110001
FOXJ2,2.1407786557799997
YBX1,8.73040220409
PDE4A,1.28688114779
PPP2R5A,3.6814492653099995
CTNNA2,0.0143552929771
ELAVL1,4.8614591663599995
TIE1,0.163498732283
DIP2B,2.7398481027
SMARCD1,4.82731094395
KDM4A,3.8165997065300004
NFYC,4.40667271576
ZMYND12,1.17632277264
SLC9A3,1.11103131239
NGEF,2.91456452349
ASPM,2.48284828307
CD84,0.0
ELOVL1,6.613384311340001
SPI1,0.0
ZNRD1,6.2789140195
MPPED2,0.0
CLDN18,3.8001233528300005
ZBTB11,3.32481060342
ATXN3,4.3476656563
GOLGA5,5.41074812819
FGFR2,3.0703893278900005
LRRC40,3.53356334821
ISOC1,2.91838623445
EML1,0.163498732283
TRMT11,4.51664555778
THUMPD1,4.11935617704
MSANTD3,4.07124781946
KIF26A,0.0
ATG2B,2.19219416528
ARFGEF1,4.23342794375
ACSM2B,0.0
ZFAT,1.50080205306
MTFR1,4.558879853480001
STAG3,0.53605290024
FECH,2.63691458036
MYO9A,1.6461626571599999
DDX3Y,0.0
PFKP,5.236492618380001
IDI1,4.011674533380001
SP100,5.25587835258
KLF6,4.9800253002399995
PLPP1,2.13750352375
NEO1,1.50080205306
TRAM1,6.68453824858
PHKA1,3.02502879449
TNFRSF1A,5.4617249915
CACNB1,1.7441610955700002
EVI5,2.63459326845
STOML1,3.01970191444
PKM,9.14003728484
DHX29,3.16349873228
DNTTIP2,5.05311133646
METTL22,4.221103725369999
TP53BP1,3.1391420191500004
TRO,0.0
RRP15,3.1026581313599997
RHOA,7.376168810599999
DHX8,3.11103131239
PRKCZ,3.16510798514
ZFY,0.0
IARS2,5.20476675065
SYT1,0.641546029088
NAV3,1.9855004303000001
IDH3G,4.76022094647
ROGDI,2.77610398807
PDZD4,0.0285691521968
ATP2B3,0.0143552929771
ROCK1,3.82476785314
CBFB,4.86344293435
PDK3,1.13093086983
HYAL2,4.13257684267
HDAC4,1.8559896973099999
RASSF1,3.09085343045
FGFR3,1.5160151469999998
IFI35,3.6701605141300004
HEATR6,2.8479969065499997
COASY,5.453188309550001
PLEKHH3,1.40053792958
MEF2A,3.11935617704
OTUD5,4.24944534109
TFE3,4.2524762141400005
TBC1D25,2.08406426479
ACSL4,4.65133876611
INPP5A,2.49057013045
GPKOW,3.46858331701
GRIPAP1,4.016139702659999
FTSJ1,6.708049251699999
PRR11,3.21723071622
REEP1,0.0
ATP11A,3.0857645537800003
POLR1A,2.56803210477
LAPTM4A,7.117591158239999
TTC7A,3.7623488156400002
IP6K2,5.452529544680001
SRBD1,2.64616265716
KIF2A,4.18745105403
RASGRP2,0.12432813500199999
PSME4,4.6673244702800005
IFT80,4.07038932789
SIRT2,4.04089243065
ERLEC1,5.86517649653
PPP2R5B,2.10433665981
PYGM,0.163498732283
PAGE1,0.0703893278914
PITX1,2.96532254837
TRPC7,0.0
MAST4,2.34198574723
ADGRF5,0.0565835283664
SDK2,0.0
ADAM7,0.0
NUP133,3.01613970266
NUCKS1,5.74953426767
VPS35,5.08831123589
DNAJA2,5.74711881638
BCL3,2.85798099513
KCNAB2,1.11103131239
