X1,genes,pvalue,statistic,padj
0,expression_USF3,0.972822502834718,0.0147721086752116,1
1,expression_CC2D1A,0.822894838420785,0.0191814717672094,1
2,expression_NDUFC1,0.780819951971662,0.0200227643885783,1
3,expression_PLK3,0.747537486437664,0.0206562082446677,1
4,expression_ATG4D,0.604391590904382,0.0232642153709111,1
5,expression_TMUB1,0.603575717985887,0.0232790617112882,1
6,expression_PRPF40B,0.485060599604209,0.0255060127678527,1
7,expression_HMBOX1,0.441987014097268,0.0263720492898502,1
8,expression_ATP1A1,0.41786870028882,0.0268768248626713,1
9,expression_SPSB2,0.415081794939087,0.0269362102241798,1
10,expression_RNF185,0.400856804294677,0.0272430345919731,1
11,expression_TMEM248,0.396782235679136,0.0273321126342356,1
12,expression_KLHDC2,0.372216854229716,0.0278814272281883,1
13,expression_ZNF319,0.365531240438846,0.028034839412085,1
14,expression_HIBCH,0.361684755409956,0.0281239174543475,1
15,expression_JAK2,0.350928800916095,0.0283763052407582,1
16,expression_RGL2,0.307161552459878,0.0294600880882863,1
17,expression_GATD3B,0.290503812549035,0.0299005295194734,1
18,expression_PLXNB3,0.28849027278971,0.0299549661008561,1
19,expression_SVBP,0.277682172106631,0.030251892908398,1
20,expression_SPG21,0.265100968494253,0.0306082050774484,1
21,expression_RPL27A,0.255272266738313,0.030895234324739,1
22,expression_ZNF576,0.223896064178106,0.0318701440095017,1
23,expression_RRP8,0.216860343122689,0.0321027366754095,1
24,expression_C17orf100,0.208125077493319,0.0323996634829514,1
25,expression_RGS10,0.206553319342818,0.0324541000643342,1
26,expression_TAPT1,0.205557871447425,0.0324887415252141,1
27,expression_DYNC2LI1,0.200079274014214,0.0326817439501163,1
28,expression_ADAM15,0.194850385993372,0.0328697975948929,1
29,expression_CNIH2,0.176119942055795,0.0335774731528679,1
30,expression_HSF1,0.172995913197995,0.0337011926560103,1
31,expression_KIZ,0.168939369716012,0.0338645024001583,1
32,expression_NTPCR,0.168209972214105,0.0338941950809126,1
33,expression_SETMAR,0.163648238073177,0.0340822487256891,1
34,expression_ZNF768,0.158837239661959,0.0342851487108428,1
35,expression_PRR19,0.155161263055147,0.0344435096748651,1
36,expression_ITGA2B,0.151218915614461,0.0346167169792646,1
37,expression_VEGFA,0.150329183988888,0.0346563072202701,1
